attempt_index,time_hr,converged,volume_residual_ft3,energy_residual_btu,failure_reason,pattern,iterations,phase_fraction,bubble_phase,v_total_ft3,m_total_lbm,u_total_btu,operating_pmin_psia,operating_pmax_psia,hard_pmin_psia,hard_pmax_psia,bracket_low_psia,bracket_high_psia,v_residual_low_ft3,v_residual_high_ft3,sign_low,sign_high,regime_low,regime_high,bracket_windows,valid_evals,invalid_evals,nan_evals,out_of_range_evals,bracket_found,bracket_trace
11,7.860868,1,-0.225812,0.000000,NONE,MONOTONIC_DESCENT,2,0.000134,DRAIN,1800.000000,93038.950000,38546060.000000,334.700000,2349.700000,20.000000,2800.000000,368.362400,369.129800,22.266460,-7.710925,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=349.944 Pmax=386.781 status_low=OK status_high=OK Vres_low=789.231 Vres_high=-14.176 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
12,7.863646,1,0.702414,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.000158,DRAIN,1800.000000,92951.890000,38526330.000000,334.700000,2349.700000,20.000000,2800.000000,368.937900,369.706500,21.296680,-8.629110,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=350.491 Pmax=387.385 status_low=OK status_high=OK Vres_low=786.920 Vres_high=-15.622 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
13,7.866423,1,-0.219223,0.000000,NONE,MONOTONIC_DESCENT,2,0.000163,DRAIN,1800.000000,92864.840000,38506590.000000,334.700000,2349.700000,20.000000,2800.000000,369.466400,370.236100,22.200570,-7.668372,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=350.993 Pmax=387.940 status_low=OK status_high=OK Vres_low=786.626 Vres_high=-17.067 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
14,7.869201,1,0.723978,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.000187,DRAIN,1800.000000,92777.810000,38486840.000000,334.700000,2349.700000,20.000000,2800.000000,370.043600,370.814600,21.245860,-8.579329,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=351.541 Pmax=388.546 status_low=OK status_high=OK Vres_low=784.334 Vres_high=-18.512 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
15,7.871978,1,-0.186684,0.000000,NONE,MONOTONIC_DESCENT,2,0.000193,DRAIN,1800.000000,92690.790000,38467080.000000,334.700000,2349.700000,20.000000,2800.000000,370.573600,371.345700,22.156890,-7.611876,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=352.045 Pmax=389.102 status_low=OK status_high=OK Vres_low=784.055 Vres_high=-19.957 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
16,7.874756,1,0.774883,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.000217,DRAIN,1800.000000,92603.770000,38447300.000000,334.700000,2349.700000,20.000000,2800.000000,371.152600,371.925900,21.221040,-8.496588,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=352.595 Pmax=389.710 status_low=OK status_high=OK Vres_low=781.785 Vres_high=-21.402 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
17,7.877533,1,-0.121374,0.000000,NONE,MONOTONIC_DESCENT,2,0.000223,DRAIN,1800.000000,92516.770000,38427520.000000,334.700000,2349.700000,20.000000,2800.000000,371.684200,372.458600,22.150520,-7.530524,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=353.100 Pmax=390.268 status_low=OK status_high=OK Vres_low=781.516 Vres_high=-22.846 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
18,7.880311,1,0.835045,-4.000000,NONE,BOUNDED_OSCILLATORY,4,0.000248,DRAIN,1800.000000,92429.770000,38407730.000000,334.700000,2349.700000,20.000000,2800.000000,372.265000,373.040500,21.225230,-8.404675,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=353.652 Pmax=390.878 status_low=OK status_high=OK Vres_low=779.261 Vres_high=-24.291 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
19,7.883089,1,-0.046787,0.000000,NONE,MONOTONIC_DESCENT,2,0.000254,DRAIN,1800.000000,92342.790000,38387920.000000,334.700000,2349.700000,20.000000,2800.000000,372.798200,373.574800,22.145400,-7.428288,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=354.158 Pmax=391.438 status_low=OK status_high=OK Vres_low=779.001 Vres_high=-25.735 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
20,7.885866,1,-0.927218,0.000000,NONE,MONOTONIC_DESCENT,2,0.000260,DRAIN,1800.000000,92255.820000,38368100.000000,334.700000,2349.700000,20.000000,2800.000000,373.380700,374.158500,21.234400,-8.296116,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=354.712 Pmax=392.050 status_low=OK status_high=OK Vres_low=776.760 Vres_high=-27.180 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
21,7.888644,1,0.048193,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.000285,DRAIN,1800.000000,92168.860000,38348280.000000,334.700000,2349.700000,20.000000,2800.000000,373.964100,374.743100,20.328810,-9.150908,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=355.266 Pmax=392.662 status_low=OK status_high=OK Vres_low=774.535 Vres_high=-28.624 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
22,7.891421,1,-0.810526,0.000000,NONE,MONOTONIC_DESCENT,2,0.000291,DRAIN,1800.000000,92081.910000,38328440.000000,334.700000,2349.700000,20.000000,2800.000000,374.499600,375.279800,21.275890,-8.151802,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=355.775 Pmax=393.225 status_low=OK status_high=OK Vres_low=774.300 Vres_high=-30.068 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
23,7.894199,1,0.166954,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.000317,DRAIN,1800.000000,91994.970000,38308600.000000,334.700000,2349.700000,20.000000,2800.000000,375.084800,375.866200,20.380180,-8.996740,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=356.331 Pmax=393.839 status_low=OK status_high=OK Vres_low=772.084 Vres_high=-31.512 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
24,7.896976,1,-0.678249,0.000000,NONE,MONOTONIC_DESCENT,2,0.000323,DRAIN,1800.000000,91908.040000,38288740.000000,334.700000,2349.700000,20.000000,2800.000000,375.622000,376.404500,21.333180,-7.999590,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=356.841 Pmax=394.403 status_low=OK status_high=OK Vres_low=771.854 Vres_high=-32.956 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
25,7.899754,1,0.312706,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.000349,DRAIN,1800.000000,91821.120000,38268870.000000,334.700000,2349.700000,20.000000,2800.000000,376.208900,376.992700,20.454990,-8.830894,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=357.399 Pmax=395.019 status_low=OK status_high=OK Vres_low=769.668 Vres_high=-34.400 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
26,7.902532,1,-0.515274,0.000000,NONE,MONOTONIC_DESCENT,2,0.000356,DRAIN,1800.000000,91734.200000,38249000.000000,334.700000,2349.700000,20.000000,2800.000000,376.747800,377.532700,21.425140,-7.820690,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=357.910 Pmax=395.585 status_low=OK status_high=OK Vres_low=769.455 Vres_high=-35.843 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
27,7.905309,1,0.473476,4.000000,NONE,BOUNDED_OSCILLATORY,4,0.000381,DRAIN,1800.000000,91647.300000,38229110.000000,334.700000,2349.700000,20.000000,2800.000000,377.336400,378.122500,20.560430,-8.631063,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=358.470 Pmax=396.203 status_low=OK status_high=OK Vres_low=767.278 Vres_high=-37.287 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
28,7.908087,1,-0.337303,0.000000,NONE,MONOTONIC_DESCENT,2,0.000389,DRAIN,1800.000000,91560.410000,38209220.000000,334.700000,2349.700000,20.000000,2800.000000,377.876900,378.664100,21.528430,-7.615301,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=358.983 Pmax=396.771 status_low=OK status_high=OK Vres_low=767.082 Vres_high=-38.730 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
29,7.910864,1,0.660454,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.000415,DRAIN,1800.000000,91473.540000,38189310.000000,334.700000,2349.700000,20.000000,2800.000000,378.467300,379.255800,20.680810,-8.412601,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=359.544 Pmax=397.391 status_low=OK status_high=OK Vres_low=764.930 Vres_high=-40.173 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
30,7.913642,1,-0.145004,0.000000,NONE,MONOTONIC_DESCENT,2,0.000422,DRAIN,1800.000000,91386.670000,38169390.000000,334.700000,2349.700000,20.000000,2800.000000,379.009400,379.799000,21.646290,-7.399616,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=360.059 Pmax=397.960 status_low=OK status_high=OK Vres_low=764.735 Vres_high=-41.616 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
31,7.916420,1,-0.949978,0.000000,NONE,MONOTONIC_DESCENT,2,0.000430,DRAIN,1800.000000,91299.810000,38149460.000000,334.700000,2349.700000,20.000000,2800.000000,379.601600,380.392500,20.815330,-8.184437,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=360.622 Pmax=398.582 status_low=OK status_high=OK Vres_low=762.595 Vres_high=-43.059 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
32,7.919197,1,0.072620,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.000456,DRAIN,1800.000000,91212.970000,38129520.000000,334.700000,2349.700000,20.000000,2800.000000,380.194800,380.986800,19.977460,-8.960411,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=361.185 Pmax=399.205 status_low=OK status_high=OK Vres_low=760.466 Vres_high=-44.502 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
33,7.921975,1,-0.712006,0.000000,NONE,MONOTONIC_DESCENT,2,0.000464,DRAIN,1800.000000,91126.130000,38109570.000000,334.700000,2349.700000,20.000000,2800.000000,380.739300,381.532500,20.975360,-7.926884,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=361.702 Pmax=399.776 status_low=OK status_high=OK Vres_low=760.297 Vres_high=-45.945 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
34,7.924752,1,0.303669,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.000490,DRAIN,1800.000000,91039.300000,38089610.000000,334.700000,2349.700000,20.000000,2800.000000,381.334200,382.128700,20.157460,-8.691013,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=362.268 Pmax=400.401 status_low=OK status_high=OK Vres_low=758.180 Vres_high=-47.388 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
35,7.927530,1,-0.464932,0.000000,NONE,MONOTONIC_DESCENT,2,0.000499,DRAIN,1800.000000,90952.490000,38069640.000000,334.700000,2349.700000,20.000000,2800.000000,381.880400,382.676000,21.144620,-7.656475,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=362.786 Pmax=400.974 status_low=OK status_high=OK Vres_low=758.019 Vres_high=-48.830 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
36,7.930307,1,0.562901,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.000525,DRAIN,1800.000000,90865.690000,38049660.000000,334.700000,2349.700000,20.000000,2800.000000,382.477100,383.273900,20.346880,-8.408401,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=363.353 Pmax=401.601 status_low=OK status_high=OK Vres_low=755.922 Vres_high=-50.272 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
37,7.933085,1,-0.197464,0.000000,NONE,MONOTONIC_DESCENT,2,0.000534,DRAIN,1800.000000,90778.890000,38029670.000000,334.700000,2349.700000,20.000000,2800.000000,383.024900,383.822900,21.346020,-7.354488,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=363.874 Pmax=402.176 status_low=OK status_high=OK Vres_low=755.772 Vres_high=-51.714 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
38,7.935863,1,-0.938374,0.000000,NONE,MONOTONIC_DESCENT,2,0.000543,DRAIN,1800.000000,90692.110000,38009670.000000,334.700000,2349.700000,20.000000,2800.000000,383.623400,384.422600,20.556380,-8.101841,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=364.442 Pmax=402.805 status_low=OK status_high=OK Vres_low=753.699 Vres_high=-53.156 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
39,7.938640,1,0.097233,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.000570,DRAIN,1800.000000,90605.340000,37989660.000000,334.700000,2349.700000,20.000000,2800.000000,384.222800,385.023300,19.786040,-8.826435,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=365.012 Pmax=403.434 status_low=OK status_high=OK Vres_low=751.632 Vres_high=-54.598 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
40,7.941418,1,-0.639690,0.000000,NONE,MONOTONIC_DESCENT,2,0.000579,DRAIN,1800.000000,90518.570000,37969630.000000,334.700000,2349.700000,20.000000,2800.000000,384.773100,385.574700,20.793170,-7.772263,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=365.535 Pmax=404.012 status_low=OK status_high=OK Vres_low=751.503 Vres_high=-56.040 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
41,7.944195,1,0.407661,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.000606,DRAIN,1800.000000,90431.820000,37949600.000000,334.700000,2349.700000,20.000000,2800.000000,385.374300,386.177200,20.027050,-8.489151,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=366.106 Pmax=404.643 status_low=OK status_high=OK Vres_low=749.455 Vres_high=-57.482 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
42,7.946973,1,-0.317898,0.000000,NONE,MONOTONIC_DESCENT,2,0.000615,DRAIN,1800.000000,90345.080000,37929560.000000,334.700000,2349.700000,20.000000,2800.000000,385.926300,386.730300,21.045650,-7.416359,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=366.630 Pmax=405.223 status_low=OK status_high=OK Vres_low=749.333 Vres_high=-58.923 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
43,7.949750,1,0.733021,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.000643,DRAIN,1800.000000,90258.340000,37909500.000000,334.700000,2349.700000,20.000000,2800.000000,386.529300,387.334600,20.286900,-8.122082,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=367.203 Pmax=405.856 status_low=OK status_high=OK Vres_low=747.300 Vres_high=-60.365 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
44,7.952528,1,0.025970,-4.000000,NONE,MONOTONIC_DESCENT,2,0.000652,DRAIN,1800.000000,90171.630000,37889440.000000,334.700000,2349.700000,20.000000,2800.000000,387.082900,387.889300,21.313010,-7.053185,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=367.729 Pmax=406.437 status_low=OK status_high=OK Vres_low=747.181 Vres_high=-61.806 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
45,7.955306,1,-0.688179,0.000000,NONE,MONOTONIC_DESCENT,2,0.000662,DRAIN,1800.000000,90084.910000,37869360.000000,334.700000,2349.700000,20.000000,2800.000000,387.687700,388.495400,20.569180,-7.747711,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=368.303 Pmax=407.072 status_low=OK status_high=OK Vres_low=745.163 Vres_high=-63.247 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
46,7.958083,1,0.380730,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.000690,DRAIN,1800.000000,89998.220000,37849270.000000,334.700000,2349.700000,20.000000,2800.000000,388.293500,389.102400,19.833050,-8.438549,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=368.879 Pmax=407.708 status_low=OK status_high=OK Vres_low=743.162 Vres_high=-64.688 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
47,7.960861,1,-0.307823,0.000000,NONE,MONOTONIC_DESCENT,2,0.000700,DRAIN,1800.000000,89911.530000,37829180.000000,334.700000,2349.700000,20.000000,2800.000000,388.849700,389.659800,20.873260,-7.351917,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=369.407 Pmax=408.292 status_low=OK status_high=OK Vres_low=743.063 Vres_high=-66.129 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
