attempt_index,time_hr,converged,volume_residual_ft3,energy_residual_btu,failure_reason,pattern,iterations,phase_fraction,bubble_phase,v_total_ft3,m_total_lbm,u_total_btu,operating_pmin_psia,operating_pmax_psia,hard_pmin_psia,hard_pmax_psia,bracket_low_psia,bracket_high_psia,v_residual_low_ft3,v_residual_high_ft3,sign_low,sign_high,regime_low,regime_high,bracket_windows,valid_evals,invalid_evals,nan_evals,out_of_range_evals,bracket_found,bracket_trace
100,8.108090,1,-0.907822,0.000000,NONE,MONOTONIC_DESCENT,2,0.001720,DRAIN,1800.000000,85332.600000,36749040.000000,334.700000,2349.700000,20.000000,2800.000000,421.517000,422.395100,18.458500,-7.349380,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=400.441 Pmax=442.593 status_low=OK status_high=OK Vres_low=678.527 Vres_high=-142.300 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
101,8.110868,1,0.337830,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.001757,DRAIN,1800.000000,85246.510000,36728380.000000,334.700000,2349.700000,20.000000,2800.000000,422.175600,423.055100,18.066450,-7.699310,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=401.067 Pmax=443.284 status_low=OK status_high=OK Vres_low=676.970 Vres_high=-143.733 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
102,8.113647,1,-0.013229,4.000000,NONE,MONOTONIC_DESCENT,2,0.001775,DRAIN,1800.000000,85160.420000,36707700.000000,334.700000,2349.700000,20.000000,2800.000000,422.780300,423.661100,19.285920,-6.436951,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=401.641 Pmax=443.919 status_low=OK status_high=OK Vres_low=677.161 Vres_high=-145.166 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
103,8.116425,1,-0.360733,0.000000,NONE,MONOTONIC_DESCENT,2,0.001793,DRAIN,1800.000000,85074.350000,36687020.000000,334.700000,2349.700000,20.000000,2800.000000,423.440900,424.323000,18.908130,-6.769821,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=402.269 Pmax=444.613 status_low=OK status_high=OK Vres_low=675.629 Vres_high=-146.599 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
104,8.119203,1,-0.710770,-4.000000,NONE,MONOTONIC_DESCENT,2,0.001811,DRAIN,1800.000000,84988.290000,36666320.000000,334.700000,2349.700000,20.000000,2800.000000,424.102500,424.986000,18.530530,-7.102173,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=402.897 Pmax=445.308 status_low=OK status_high=OK Vres_low=674.102 Vres_high=-148.033 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
105,8.121981,1,0.548599,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.001848,DRAIN,1800.000000,84902.240000,36645610.000000,334.700000,2349.700000,20.000000,2800.000000,424.765100,425.650100,18.147350,-7.437347,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=403.527 Pmax=446.003 status_low=OK status_high=OK Vres_low=672.580 Vres_high=-149.466 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
106,8.124759,1,0.212067,0.000000,NONE,MONOTONIC_DESCENT,2,0.001867,DRAIN,1800.000000,84816.200000,36624900.000000,334.700000,2349.700000,20.000000,2800.000000,425.373500,426.259700,19.390260,-6.161743,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=404.105 Pmax=446.642 status_low=OK status_high=OK Vres_low=672.792 Vres_high=-150.898 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
107,8.127537,1,-0.111374,0.000000,NONE,MONOTONIC_DESCENT,2,0.001885,DRAIN,1800.000000,84730.170000,36604170.000000,334.700000,2349.700000,20.000000,2800.000000,426.038200,426.925800,19.026670,-6.470703,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=404.736 Pmax=447.340 status_low=OK status_high=OK Vres_low=671.287 Vres_high=-152.330 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
108,8.130315,1,-0.431091,0.000000,NONE,MONOTONIC_DESCENT,2,0.001904,DRAIN,1800.000000,84644.160000,36583430.000000,334.700000,2349.700000,20.000000,2800.000000,426.703900,427.592900,18.670170,-6.782516,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=405.369 Pmax=448.039 status_low=OK status_high=OK Vres_low=669.794 Vres_high=-153.763 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
109,8.133093,1,-0.744263,0.000000,NONE,MONOTONIC_DESCENT,2,0.001923,DRAIN,1800.000000,84558.150000,36562680.000000,334.700000,2349.700000,20.000000,2800.000000,427.370600,428.261000,18.326570,-7.087662,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=406.002 Pmax=448.739 status_low=OK status_high=OK Vres_low=668.309 Vres_high=-155.195 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
110,8.135871,1,0.527679,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.001961,DRAIN,1800.000000,84472.160000,36541920.000000,334.700000,2349.700000,20.000000,2800.000000,428.038400,428.930100,17.983510,-7.386414,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=406.637 Pmax=449.440 status_low=OK status_high=OK Vres_low=666.823 Vres_high=-156.627 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
111,8.138649,1,0.220856,0.000000,NONE,MONOTONIC_DESCENT,2,0.001980,DRAIN,1800.000000,84386.170000,36521140.000000,334.700000,2349.700000,20.000000,2800.000000,428.651500,429.544500,19.232190,-6.098541,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=407.219 Pmax=450.084 status_low=OK status_high=OK Vres_low=667.058 Vres_high=-158.059 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
112,8.141427,1,-0.072983,0.000000,NONE,MONOTONIC_DESCENT,2,0.002000,DRAIN,1800.000000,84300.200000,36500360.000000,334.700000,2349.700000,20.000000,2800.000000,429.321300,430.215700,18.898710,-6.381210,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=407.855 Pmax=450.787 status_low=OK status_high=OK Vres_low=665.588 Vres_high=-159.491 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
113,8.144205,1,-0.366745,0.000000,NONE,MONOTONIC_DESCENT,2,0.002019,DRAIN,1800.000000,84214.240000,36479570.000000,334.700000,2349.700000,20.000000,2800.000000,429.992100,430.887900,18.577700,-6.660797,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=408.493 Pmax=451.492 status_low=OK status_high=OK Vres_low=664.130 Vres_high=-160.923 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
114,8.146983,1,-0.654221,0.000000,NONE,MONOTONIC_DESCENT,2,0.002039,DRAIN,1800.000000,84128.300000,36458770.000000,334.700000,2349.700000,20.000000,2800.000000,430.663900,431.561200,18.250750,-6.940399,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=409.131 Pmax=452.197 status_low=OK status_high=OK Vres_low=662.673 Vres_high=-162.354 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
115,8.149761,1,-0.932419,0.000000,NONE,MONOTONIC_DESCENT,2,0.002059,DRAIN,1800.000000,84042.360000,36437950.000000,334.700000,2349.700000,20.000000,2800.000000,431.336900,432.235500,17.939330,-7.213791,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=409.770 Pmax=452.904 status_low=OK status_high=OK Vres_low=661.228 Vres_high=-163.786 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
116,8.152539,1,0.356583,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.002099,DRAIN,1800.000000,83956.440000,36417130.000000,334.700000,2349.700000,20.000000,2800.000000,432.010800,432.910800,17.634450,-7.477509,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=410.410 Pmax=453.611 status_low=OK status_high=OK Vres_low=659.787 Vres_high=-165.217 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
117,8.155317,1,0.087189,0.000000,NONE,MONOTONIC_DESCENT,2,0.002119,DRAIN,1800.000000,83870.520000,36396290.000000,334.700000,2349.700000,20.000000,2800.000000,432.629600,433.530900,18.899920,-6.167236,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=410.998 Pmax=454.261 status_low=OK status_high=OK Vres_low=660.051 Vres_high=-166.647 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
118,8.158095,1,-0.179031,0.000000,NONE,MONOTONIC_DESCENT,2,0.002139,DRAIN,1800.000000,83784.630000,36375450.000000,334.700000,2349.700000,20.000000,2800.000000,433.305500,434.208300,18.600660,-6.425491,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=411.640 Pmax=454.971 status_low=OK status_high=OK Vres_low=658.625 Vres_high=-168.078 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
119,8.160873,1,-0.436157,0.000000,NONE,MONOTONIC_DESCENT,2,0.002160,DRAIN,1800.000000,83698.730000,36354590.000000,334.700000,2349.700000,20.000000,2800.000000,433.982600,434.886700,18.310490,-6.668533,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=412.283 Pmax=455.682 status_low=OK status_high=OK Vres_low=657.214 Vres_high=-169.509 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
120,8.163651,1,-0.690277,4.000000,NONE,MONOTONIC_DESCENT,2,0.002180,DRAIN,1800.000000,83612.860000,36333720.000000,334.700000,2349.700000,20.000000,2800.000000,434.660700,435.566200,18.023240,-6.914993,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=412.928 Pmax=456.394 status_low=OK status_high=OK Vres_low=655.798 Vres_high=-170.940 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
121,8.166430,1,-0.935745,0.000000,NONE,MONOTONIC_DESCENT,2,0.002201,DRAIN,1800.000000,83526.990000,36312850.000000,334.700000,2349.700000,20.000000,2800.000000,435.339800,436.246800,17.744890,-7.146255,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=413.573 Pmax=457.107 status_low=OK status_high=OK Vres_low=654.399 Vres_high=-172.371 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
122,8.169208,1,0.374008,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.002242,DRAIN,1800.000000,83441.140000,36291960.000000,334.700000,2349.700000,20.000000,2800.000000,436.020100,436.928500,17.472490,-7.377777,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=414.219 Pmax=457.821 status_low=OK status_high=OK Vres_low=653.011 Vres_high=-173.801 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
123,8.171986,1,0.133530,0.000000,NONE,MONOTONIC_DESCENT,2,0.002263,DRAIN,1800.000000,83355.300000,36271060.000000,334.700000,2349.700000,20.000000,2800.000000,436.644600,437.554300,18.752520,-6.056564,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=414.812 Pmax=458.477 status_low=OK status_high=OK Vres_low=653.285 Vres_high=-175.231 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
124,8.174764,1,-0.089020,0.000000,NONE,MONOTONIC_DESCENT,2,0.002285,DRAIN,1800.000000,83269.460000,36250150.000000,334.700000,2349.700000,20.000000,2800.000000,437.326800,438.237900,18.494350,-6.274124,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=415.461 Pmax=459.193 status_low=OK status_high=OK Vres_low=651.918 Vres_high=-176.661 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
125,8.177542,1,-0.321121,0.000000,NONE,MONOTONIC_DESCENT,2,0.002306,DRAIN,1800.000000,83183.640000,36229230.000000,334.700000,2349.700000,20.000000,2800.000000,438.010200,438.922700,18.238400,-6.489182,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=416.110 Pmax=459.911 status_low=OK status_high=OK Vres_low=650.542 Vres_high=-178.091 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
126,8.180320,1,-0.538574,0.000000,NONE,MONOTONIC_DESCENT,2,0.002328,DRAIN,1800.000000,83097.830000,36208300.000000,334.700000,2349.700000,20.000000,2800.000000,438.694600,439.608500,17.982090,-6.692825,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=416.760 Pmax=460.629 status_low=OK status_high=OK Vres_low=649.183 Vres_high=-179.520 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
127,8.183098,1,-0.753647,0.000000,NONE,MONOTONIC_DESCENT,2,0.002350,DRAIN,1800.000000,83012.030000,36187360.000000,334.700000,2349.700000,20.000000,2800.000000,439.380000,440.295400,17.731370,-6.900314,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=417.411 Pmax=461.349 status_low=OK status_high=OK Vres_low=647.821 Vres_high=-180.950 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
128,8.185876,1,-0.957138,0.000000,NONE,MONOTONIC_DESCENT,2,0.002372,DRAIN,1800.000000,82926.240000,36166400.000000,334.700000,2349.700000,20.000000,2800.000000,440.066600,440.983400,17.498340,-7.098923,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=418.063 Pmax=462.070 status_low=OK status_high=OK Vres_low=646.480 Vres_high=-182.380 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
129,8.188654,1,0.366776,0.000000,NONE,BOUNDED_OSCILLATORY,4,0.002414,DRAIN,1800.000000,82840.470000,36145440.000000,334.700000,2349.700000,20.000000,2800.000000,440.754200,441.672400,17.261340,-7.289444,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=418.716 Pmax=462.792 status_low=OK status_high=OK Vres_low=645.139 Vres_high=-183.809 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
130,8.191432,1,0.176407,0.000000,NONE,MONOTONIC_DESCENT,2,0.002437,DRAIN,1800.000000,82754.700000,36124470.000000,334.700000,2349.700000,20.000000,2800.000000,441.385400,442.305000,18.568040,-5.939117,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=419.316 Pmax=463.455 status_low=OK status_high=OK Vres_low=645.456 Vres_high=-185.237 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
131,8.194210,1,-0.020920,0.000000,NONE,MONOTONIC_DESCENT,2,0.002460,DRAIN,1800.000000,82668.950000,36103480.000000,334.700000,2349.700000,20.000000,2800.000000,442.075100,442.996100,18.344240,-6.125443,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=419.971 Pmax=464.179 status_low=OK status_high=OK Vres_low=644.132 Vres_high=-186.666 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
132,8.196988,1,-0.200989,0.000000,NONE,MONOTONIC_DESCENT,2,0.002483,DRAIN,1800.000000,82583.210000,36082490.000000,334.700000,2349.700000,20.000000,2800.000000,442.765800,443.688300,18.122790,-6.303818,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=420.628 Pmax=464.904 status_low=OK status_high=OK Vres_low=642.815 Vres_high=-188.095 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
133,8.199766,1,-0.385040,4.000000,NONE,MONOTONIC_DESCENT,2,0.002506,DRAIN,1800.000000,82497.480000,36061480.000000,334.700000,2349.700000,20.000000,2800.000000,443.457600,444.381500,17.915420,-6.474121,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=421.285 Pmax=465.631 status_low=OK status_high=OK Vres_low=641.498 Vres_high=-189.524 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
134,8.202544,1,-0.561081,0.000000,NONE,MONOTONIC_DESCENT,2,0.002529,DRAIN,1800.000000,82411.770000,36040470.000000,334.700000,2349.700000,20.000000,2800.000000,444.150500,445.075800,17.710050,-6.630386,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=421.943 Pmax=466.358 status_low=OK status_high=OK Vres_low=640.197 Vres_high=-190.952 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
135,8.205322,1,-0.726013,0.000000,NONE,MONOTONIC_DESCENT,2,0.002552,DRAIN,1800.000000,82326.060000,36019440.000000,334.700000,2349.700000,20.000000,2800.000000,444.844500,445.771200,17.503690,-6.790634,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=422.602 Pmax=467.087 status_low=OK status_high=OK Vres_low=638.903 Vres_high=-192.381 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
136,8.208100,1,-0.895462,-4.000000,NONE,MONOTONIC_DESCENT,2,0.002576,DRAIN,1800.000000,82240.370000,35998400.000000,334.700000,2349.700000,20.000000,2800.000000,445.539600,446.467700,17.308320,-6.946213,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=423.263 Pmax=467.817 status_low=OK status_high=OK Vres_low=637.615 Vres_high=-193.809 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
137,8.210878,1,0.450348,-4.000000,NONE,BOUNDED_OSCILLATORY,4,0.002619,DRAIN,1800.000000,82154.690000,35977350.000000,334.700000,2349.700000,20.000000,2800.000000,446.235700,447.165400,17.111660,-7.102982,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=423.924 Pmax=468.548 status_low=OK status_high=OK Vres_low=636.328 Vres_high=-195.237 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
138,8.213656,1,0.296219,0.000000,NONE,MONOTONIC_DESCENT,2,0.002643,DRAIN,1800.000000,82069.020000,35956280.000000,334.700000,2349.700000,20.000000,2800.000000,446.874900,447.805900,18.433610,-5.734726,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=424.531 Pmax=469.219 status_low=OK status_high=OK Vres_low=636.672 Vres_high=-196.665 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
139,8.216434,1,0.140900,0.000000,NONE,MONOTONIC_DESCENT,2,0.002667,DRAIN,1800.000000,81983.360000,35935210.000000,334.700000,2349.700000,20.000000,2800.000000,447.573100,448.505600,18.252210,-5.885376,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=425.195 Pmax=469.952 status_low=OK status_high=OK Vres_low=635.403 Vres_high=-198.093 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
140,8.219213,1,-0.000992,4.000000,NONE,MONOTONIC_DESCENT,2,0.002692,DRAIN,1800.000000,81897.710000,35914130.000000,334.700000,2349.700000,20.000000,2800.000000,448.272500,449.206400,18.078190,-6.013687,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=425.859 Pmax=470.686 status_low=OK status_high=OK Vres_low=634.147 Vres_high=-199.520 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
141,8.221991,1,-0.138321,0.000000,NONE,MONOTONIC_DESCENT,2,0.002716,DRAIN,1800.000000,81812.080000,35893040.000000,334.700000,2349.700000,20.000000,2800.000000,448.972900,449.908300,17.909000,-6.137253,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=426.524 Pmax=471.422 status_low=OK status_high=OK Vres_low=632.894 Vres_high=-200.948 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
142,8.224769,1,-0.274170,0.000000,NONE,MONOTONIC_DESCENT,2,0.002741,DRAIN,1800.000000,81726.450000,35871940.000000,334.700000,2349.700000,20.000000,2800.000000,449.674400,450.611300,17.741260,-6.268616,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=427.191 Pmax=472.158 status_low=OK status_high=OK Vres_low=631.644 Vres_high=-202.375 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
143,8.227547,1,-0.402481,0.000000,NONE,MONOTONIC_DESCENT,2,0.002766,DRAIN,1800.000000,81640.840000,35850830.000000,334.700000,2349.700000,20.000000,2800.000000,450.377100,451.315400,17.580990,-6.383347,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=427.858 Pmax=472.896 status_low=OK status_high=OK Vres_low=630.409 Vres_high=-203.802 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
144,8.230325,1,-0.523727,0.000000,NONE,MONOTONIC_DESCENT,2,0.002791,DRAIN,1800.000000,81555.240000,35829700.000000,334.700000,2349.700000,20.000000,2800.000000,451.080800,452.020600,17.428010,-6.490982,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=428.527 Pmax=473.635 status_low=OK status_high=OK Vres_low=629.174 Vres_high=-205.229 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
145,8.233103,1,-0.640549,0.000000,NONE,MONOTONIC_DESCENT,2,0.002816,DRAIN,1800.000000,81469.660000,35808570.000000,334.700000,2349.700000,20.000000,2800.000000,451.785600,452.726900,17.276200,-6.606018,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=429.196 Pmax=474.375 status_low=OK status_high=OK Vres_low=627.948 Vres_high=-206.656 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
146,8.235881,1,-0.756180,0.000000,NONE,MONOTONIC_DESCENT,2,0.002841,DRAIN,1800.000000,81384.090000,35787420.000000,334.700000,2349.700000,20.000000,2800.000000,452.491600,453.434300,17.137940,-6.705170,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=429.867 Pmax=475.116 status_low=OK status_high=OK Vres_low=626.728 Vres_high=-208.083 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
147,8.238659,1,-0.861862,0.000000,NONE,MONOTONIC_DESCENT,2,0.002867,DRAIN,1800.000000,81298.520000,35766270.000000,334.700000,2349.700000,20.000000,2800.000000,453.198600,454.142800,16.994870,-6.797485,1,-1,SATURATED_MIX,SATURATED_MIX,1,51,0,0,0,1,[OPERATING:1] Pmin=430.539 Pmax=475.859 status_low=OK status_high=OK Vres_low=625.520 Vres_high=-209.509 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_DRAIN_MASS_CLOSURE
