time_hr,solid_pressurizer,bubble_phase,pressure_psia,pzr_level_pct,pzr_mass_lbm,pzr_total_enthalpy_btu,closure_phase_fraction
0.066667,1,NONE,127.258400,100.000000,110527.200000,10120390.000000,0.000000
0.069444,1,NONE,128.169300,100.000000,110527.200000,10120390.000000,0.000000
0.072222,1,NONE,129.080700,100.000000,110527.200000,10120390.000000,0.000000
0.075000,1,NONE,129.992600,100.000000,110527.200000,10120390.000000,0.000000
0.077778,1,NONE,130.904800,100.000000,110527.200000,10120390.000000,0.000000
0.080556,1,NONE,131.817400,100.000000,110527.200000,10120390.000000,0.000000
0.083333,1,NONE,132.730400,100.000000,110527.200000,10120390.000000,0.000000
0.086111,1,NONE,133.643600,100.000000,110527.200000,10120390.000000,0.000000
0.088889,1,NONE,134.557300,100.000000,110527.200000,10120390.000000,0.000000
0.091667,1,NONE,135.471200,100.000000,110527.200000,10120390.000000,0.000000
0.094444,1,NONE,136.385500,100.000000,110527.200000,10120390.000000,0.000000
0.097222,1,NONE,137.300100,100.000000,110527.200000,10120390.000000,0.000000
0.100000,1,NONE,138.215000,100.000000,110527.200000,10120390.000000,0.000000
0.102778,1,NONE,139.130200,100.000000,110527.200000,10120390.000000,0.000000
0.105556,1,NONE,140.045800,100.000000,110527.200000,10120390.000000,0.000000
0.108333,1,NONE,140.961700,100.000000,110527.200000,10120390.000000,0.000000
0.111111,1,NONE,141.877900,100.000000,110527.200000,10120390.000000,0.000000
0.113889,1,NONE,142.794400,100.000000,110527.200000,10120390.000000,0.000000
0.116667,1,NONE,143.711200,100.000000,110527.200000,10120390.000000,0.000000
0.119444,1,NONE,144.628400,100.000000,110527.200000,10120390.000000,0.000000
0.122222,1,NONE,145.545900,100.000000,110527.200000,10120390.000000,0.000000
0.125000,1,NONE,146.463700,100.000000,110527.200000,10120390.000000,0.000000
0.127778,1,NONE,147.381800,100.000000,110527.200000,10120390.000000,0.000000
0.130556,1,NONE,148.300200,100.000000,110527.200000,10120390.000000,0.000000
0.133333,1,NONE,149.219000,100.000000,110527.200000,10120390.000000,0.000000
0.136111,1,NONE,150.138100,100.000000,110527.200000,10120390.000000,0.000000
0.138889,1,NONE,151.057500,100.000000,110527.200000,10120390.000000,0.000000
0.141667,1,NONE,151.977300,100.000000,110527.200000,10120390.000000,0.000000
0.144445,1,NONE,152.897300,100.000000,110527.200000,10120390.000000,0.000000
0.147222,1,NONE,153.817700,100.000000,110527.200000,10120390.000000,0.000000
0.150000,1,NONE,154.738400,100.000000,110527.200000,10120390.000000,0.000000
0.152778,1,NONE,155.659400,100.000000,110527.200000,10120390.000000,0.000000
0.155556,1,NONE,156.580800,100.000000,110527.200000,10120390.000000,0.000000
0.158333,1,NONE,157.502400,100.000000,110527.200000,10120390.000000,0.000000
0.161111,1,NONE,158.424400,100.000000,110527.200000,10120390.000000,0.000000
0.163889,1,NONE,159.346700,100.000000,110527.200000,10120390.000000,0.000000
0.166667,1,NONE,160.269400,100.000000,110527.200000,10120390.000000,0.000000
0.169445,1,NONE,161.192300,100.000000,110527.200000,10120390.000000,0.000000
0.172222,1,NONE,162.115600,100.000000,110527.200000,10120390.000000,0.000000
0.175000,1,NONE,163.039200,100.000000,110527.200000,10120390.000000,0.000000
0.177778,1,NONE,163.963100,100.000000,110527.200000,10120390.000000,0.000000
0.180556,1,NONE,164.887300,100.000000,110527.200000,10120390.000000,0.000000
0.183334,1,NONE,165.811900,100.000000,110527.200000,10120390.000000,0.000000
0.186111,1,NONE,166.736700,100.000000,110527.200000,10120390.000000,0.000000
0.188889,1,NONE,167.661900,100.000000,110527.200000,10120390.000000,0.000000
0.191667,1,NONE,168.587400,100.000000,110527.200000,10120390.000000,0.000000
0.194445,1,NONE,169.513300,100.000000,110527.200000,10120390.000000,0.000000
0.197222,1,NONE,170.439500,100.000000,110527.200000,10120390.000000,0.000000
0.200000,1,NONE,171.365900,100.000000,110527.200000,10120390.000000,0.000000
0.202778,1,NONE,172.292700,100.000000,110527.200000,10120390.000000,0.000000
0.205556,1,NONE,173.219800,100.000000,110527.200000,10120390.000000,0.000000
0.208334,1,NONE,174.147300,100.000000,110527.200000,10120390.000000,0.000000
0.211111,1,NONE,175.075000,100.000000,110527.200000,10120390.000000,0.000000
0.213889,1,NONE,176.003100,100.000000,110527.200000,10120390.000000,0.000000
0.216667,1,NONE,176.931500,100.000000,110527.200000,10120390.000000,0.000000
0.219445,1,NONE,177.860200,100.000000,110527.200000,10120390.000000,0.000000
0.222223,1,NONE,178.789200,100.000000,110527.200000,10120390.000000,0.000000
0.225000,1,NONE,179.718600,100.000000,110527.200000,10120390.000000,0.000000
0.227778,1,NONE,180.648300,100.000000,110527.200000,10120390.000000,0.000000
0.230556,1,NONE,181.578300,100.000000,110527.200000,10120390.000000,0.000000
0.233334,1,NONE,182.508600,100.000000,110527.200000,10120390.000000,0.000000
