time_hr,startup_hold_active,heater_mode,heater_power_mw,pressure_psia,pzr_level_pct,spray_active,spray_flow_gpm,bubble_phase
0.063889,0,STARTUP_FULL_POWER,1.794000,126.348200,100.000000,0,0.000000,NONE
0.066667,0,STARTUP_FULL_POWER,1.794000,127.258400,100.000000,0,0.000000,NONE
0.069444,0,STARTUP_FULL_POWER,1.794000,128.169300,100.000000,0,0.000000,NONE
0.072222,0,STARTUP_FULL_POWER,1.794000,129.080700,100.000000,0,0.000000,NONE
0.075000,0,STARTUP_FULL_POWER,1.794000,129.992600,100.000000,0,0.000000,NONE
0.077778,0,STARTUP_FULL_POWER,1.794000,130.904800,100.000000,0,0.000000,NONE
0.080556,0,STARTUP_FULL_POWER,1.794000,131.817400,100.000000,0,0.000000,NONE
0.083333,0,STARTUP_FULL_POWER,1.794000,132.730400,100.000000,0,0.000000,NONE
0.086111,0,STARTUP_FULL_POWER,1.794000,133.643600,100.000000,0,0.000000,NONE
0.088889,0,STARTUP_FULL_POWER,1.794000,134.557300,100.000000,0,0.000000,NONE
0.091667,0,STARTUP_FULL_POWER,1.794000,135.471200,100.000000,0,0.000000,NONE
0.094444,0,STARTUP_FULL_POWER,1.794000,136.385500,100.000000,0,0.000000,NONE
0.097222,0,STARTUP_FULL_POWER,1.794000,137.300100,100.000000,0,0.000000,NONE
0.100000,0,STARTUP_FULL_POWER,1.794000,138.215000,100.000000,0,0.000000,NONE
0.102778,0,STARTUP_FULL_POWER,1.794000,139.130200,100.000000,0,0.000000,NONE
0.105556,0,STARTUP_FULL_POWER,1.794000,140.045800,100.000000,0,0.000000,NONE
0.108333,0,STARTUP_FULL_POWER,1.794000,140.961700,100.000000,0,0.000000,NONE
0.111111,0,STARTUP_FULL_POWER,1.794000,141.877900,100.000000,0,0.000000,NONE
0.113889,0,STARTUP_FULL_POWER,1.794000,142.794400,100.000000,0,0.000000,NONE
0.116667,0,STARTUP_FULL_POWER,1.794000,143.711200,100.000000,0,0.000000,NONE
0.119444,0,STARTUP_FULL_POWER,1.794000,144.628400,100.000000,0,0.000000,NONE
0.122222,0,STARTUP_FULL_POWER,1.794000,145.545900,100.000000,0,0.000000,NONE
0.125000,0,STARTUP_FULL_POWER,1.794000,146.463700,100.000000,0,0.000000,NONE
0.127778,0,STARTUP_FULL_POWER,1.794000,147.381800,100.000000,0,0.000000,NONE
0.130556,0,STARTUP_FULL_POWER,1.794000,148.300200,100.000000,0,0.000000,NONE
0.133333,0,STARTUP_FULL_POWER,1.794000,149.219000,100.000000,0,0.000000,NONE
0.136111,0,STARTUP_FULL_POWER,1.794000,150.138100,100.000000,0,0.000000,NONE
0.138889,0,STARTUP_FULL_POWER,1.794000,151.057500,100.000000,0,0.000000,NONE
0.141667,0,STARTUP_FULL_POWER,1.794000,151.977300,100.000000,0,0.000000,NONE
0.144445,0,STARTUP_FULL_POWER,1.794000,152.897300,100.000000,0,0.000000,NONE
0.147222,0,STARTUP_FULL_POWER,1.794000,153.817700,100.000000,0,0.000000,NONE
0.150000,0,STARTUP_FULL_POWER,1.794000,154.738400,100.000000,0,0.000000,NONE
0.152778,0,STARTUP_FULL_POWER,1.794000,155.659400,100.000000,0,0.000000,NONE
0.155556,0,STARTUP_FULL_POWER,1.794000,156.580800,100.000000,0,0.000000,NONE
0.158333,0,STARTUP_FULL_POWER,1.794000,157.502400,100.000000,0,0.000000,NONE
0.161111,0,STARTUP_FULL_POWER,1.794000,158.424400,100.000000,0,0.000000,NONE
0.163889,0,STARTUP_FULL_POWER,1.794000,159.346700,100.000000,0,0.000000,NONE
0.166667,0,STARTUP_FULL_POWER,1.794000,160.269400,100.000000,0,0.000000,NONE
0.169445,0,STARTUP_FULL_POWER,1.794000,161.192300,100.000000,0,0.000000,NONE
0.172222,0,STARTUP_FULL_POWER,1.794000,162.115600,100.000000,0,0.000000,NONE
0.175000,0,STARTUP_FULL_POWER,1.794000,163.039200,100.000000,0,0.000000,NONE
0.177778,0,STARTUP_FULL_POWER,1.794000,163.963100,100.000000,0,0.000000,NONE
0.180556,0,STARTUP_FULL_POWER,1.794000,164.887300,100.000000,0,0.000000,NONE
0.183334,0,STARTUP_FULL_POWER,1.794000,165.811900,100.000000,0,0.000000,NONE
0.186111,0,STARTUP_FULL_POWER,1.794000,166.736700,100.000000,0,0.000000,NONE
0.188889,0,STARTUP_FULL_POWER,1.794000,167.661900,100.000000,0,0.000000,NONE
0.191667,0,STARTUP_FULL_POWER,1.794000,168.587400,100.000000,0,0.000000,NONE
0.194445,0,STARTUP_FULL_POWER,1.794000,169.513300,100.000000,0,0.000000,NONE
0.197222,0,STARTUP_FULL_POWER,1.794000,170.439500,100.000000,0,0.000000,NONE
0.200000,0,STARTUP_FULL_POWER,1.794000,171.365900,100.000000,0,0.000000,NONE
0.202778,0,STARTUP_FULL_POWER,1.794000,172.292700,100.000000,0,0.000000,NONE
0.205556,0,STARTUP_FULL_POWER,1.794000,173.219800,100.000000,0,0.000000,NONE
0.208334,0,STARTUP_FULL_POWER,1.794000,174.147300,100.000000,0,0.000000,NONE
0.211111,0,STARTUP_FULL_POWER,1.794000,175.075000,100.000000,0,0.000000,NONE
0.213889,0,STARTUP_FULL_POWER,1.794000,176.003100,100.000000,0,0.000000,NONE
0.216667,0,STARTUP_FULL_POWER,1.794000,176.931500,100.000000,0,0.000000,NONE
0.219445,0,STARTUP_FULL_POWER,1.794000,177.860200,100.000000,0,0.000000,NONE
0.222223,0,STARTUP_FULL_POWER,1.794000,178.789200,100.000000,0,0.000000,NONE
0.225000,0,STARTUP_FULL_POWER,1.794000,179.718600,100.000000,0,0.000000,NONE
0.227778,0,STARTUP_FULL_POWER,1.794000,180.648300,100.000000,0,0.000000,NONE
0.230556,0,STARTUP_FULL_POWER,1.794000,181.578300,100.000000,0,0.000000,NONE
0.233334,0,STARTUP_FULL_POWER,1.794000,182.508600,100.000000,0,0.000000,NONE
0.236111,0,STARTUP_FULL_POWER,1.794000,183.439300,100.000000,0,0.000000,NONE
0.238889,0,STARTUP_FULL_POWER,1.794000,184.370200,100.000000,0,0.000000,NONE
0.241667,0,STARTUP_FULL_POWER,1.794000,185.301500,100.000000,0,0.000000,NONE
0.244445,0,STARTUP_FULL_POWER,1.794000,186.233100,100.000000,0,0.000000,NONE
0.247223,0,STARTUP_FULL_POWER,1.794000,187.165100,100.000000,0,0.000000,NONE
0.250000,0,STARTUP_FULL_POWER,1.794000,188.097300,100.000000,0,0.000000,NONE
0.252778,0,STARTUP_FULL_POWER,1.794000,189.029900,100.000000,0,0.000000,NONE
0.255556,0,STARTUP_FULL_POWER,1.794000,189.962800,100.000000,0,0.000000,NONE
0.258334,0,STARTUP_FULL_POWER,1.794000,190.896000,100.000000,0,0.000000,NONE
0.261112,0,STARTUP_FULL_POWER,1.794000,191.829500,100.000000,0,0.000000,NONE
0.263889,0,STARTUP_FULL_POWER,1.794000,192.763300,100.000000,0,0.000000,NONE
0.266667,0,STARTUP_FULL_POWER,1.794000,193.697500,100.000000,0,0.000000,NONE
0.269445,0,STARTUP_FULL_POWER,1.794000,194.632000,100.000000,0,0.000000,NONE
0.272223,0,STARTUP_FULL_POWER,1.794000,195.566800,100.000000,0,0.000000,NONE
0.275000,0,STARTUP_FULL_POWER,1.794000,196.502000,100.000000,0,0.000000,NONE
0.277778,0,STARTUP_FULL_POWER,1.794000,197.437400,100.000000,0,0.000000,NONE
0.280556,0,STARTUP_FULL_POWER,1.794000,198.373200,100.000000,0,0.000000,NONE
0.283334,0,STARTUP_FULL_POWER,1.794000,199.309300,100.000000,0,0.000000,NONE
0.286112,0,STARTUP_FULL_POWER,1.794000,200.245700,100.000000,0,0.000000,NONE
0.288889,0,STARTUP_FULL_POWER,1.794000,201.182400,100.000000,0,0.000000,NONE
0.291667,0,STARTUP_FULL_POWER,1.794000,202.119500,100.000000,0,0.000000,NONE
0.294445,0,STARTUP_FULL_POWER,1.794000,203.056900,100.000000,0,0.000000,NONE
0.297223,0,STARTUP_FULL_POWER,1.794000,203.994600,100.000000,0,0.000000,NONE
0.300001,0,STARTUP_FULL_POWER,1.794000,204.932600,100.000000,0,0.000000,NONE
0.302778,0,STARTUP_FULL_POWER,1.794000,205.870900,100.000000,0,0.000000,NONE
0.305556,0,STARTUP_FULL_POWER,1.794000,206.809600,100.000000,0,0.000000,NONE
0.308334,0,STARTUP_FULL_POWER,1.794000,207.748500,100.000000,0,0.000000,NONE
0.311112,0,STARTUP_FULL_POWER,1.794000,208.687800,100.000000,0,0.000000,NONE
0.313889,0,STARTUP_FULL_POWER,1.794000,209.627400,100.000000,0,0.000000,NONE
0.316667,0,STARTUP_FULL_POWER,1.794000,210.567400,100.000000,0,0.000000,NONE
0.319445,0,STARTUP_FULL_POWER,1.794000,211.507600,100.000000,0,0.000000,NONE
0.322223,0,STARTUP_FULL_POWER,1.794000,212.448200,100.000000,0,0.000000,NONE
0.325001,0,STARTUP_FULL_POWER,1.794000,213.389100,100.000000,0,0.000000,NONE
0.327778,0,STARTUP_FULL_POWER,1.794000,214.330300,100.000000,0,0.000000,NONE
0.330556,0,STARTUP_FULL_POWER,1.794000,215.271800,100.000000,0,0.000000,NONE
0.333334,0,STARTUP_FULL_POWER,1.794000,216.213700,100.000000,0,0.000000,NONE
0.336112,0,STARTUP_FULL_POWER,1.794000,217.155800,100.000000,0,0.000000,NONE
0.338889,0,STARTUP_FULL_POWER,1.794000,218.098300,100.000000,0,0.000000,NONE
0.341667,0,STARTUP_FULL_POWER,1.794000,219.041100,100.000000,0,0.000000,NONE
0.344445,0,STARTUP_FULL_POWER,1.794000,219.984200,100.000000,0,0.000000,NONE
0.347223,0,STARTUP_FULL_POWER,1.794000,220.927700,100.000000,0,0.000000,NONE
0.350001,0,STARTUP_FULL_POWER,1.794000,221.871500,100.000000,0,0.000000,NONE
0.352778,0,STARTUP_FULL_POWER,1.794000,222.815600,100.000000,0,0.000000,NONE
0.355556,0,STARTUP_FULL_POWER,1.794000,223.760000,100.000000,0,0.000000,NONE
0.358334,0,STARTUP_FULL_POWER,1.794000,224.704700,100.000000,0,0.000000,NONE
0.361112,0,STARTUP_FULL_POWER,1.794000,225.649800,100.000000,0,0.000000,NONE
0.363890,0,STARTUP_FULL_POWER,1.794000,226.595200,100.000000,0,0.000000,NONE
0.366667,0,STARTUP_FULL_POWER,1.794000,227.540900,100.000000,0,0.000000,NONE
0.369445,0,STARTUP_FULL_POWER,1.794000,228.486800,100.000000,0,0.000000,NONE
0.372223,0,STARTUP_FULL_POWER,1.794000,229.433200,100.000000,0,0.000000,NONE
0.375001,0,STARTUP_FULL_POWER,1.794000,230.379800,100.000000,0,0.000000,NONE
0.377778,0,STARTUP_FULL_POWER,1.794000,231.326800,100.000000,0,0.000000,NONE
0.380556,0,STARTUP_FULL_POWER,1.794000,232.274100,100.000000,0,0.000000,NONE
0.383334,0,STARTUP_FULL_POWER,1.794000,233.221700,100.000000,0,0.000000,NONE
0.386112,0,STARTUP_FULL_POWER,1.794000,234.169600,100.000000,0,0.000000,NONE
0.388890,0,STARTUP_FULL_POWER,1.794000,235.117900,100.000000,0,0.000000,NONE
0.391667,0,STARTUP_FULL_POWER,1.794000,236.066500,100.000000,0,0.000000,NONE
0.394445,0,STARTUP_FULL_POWER,1.794000,237.015300,100.000000,0,0.000000,NONE
0.397223,0,STARTUP_FULL_POWER,1.794000,237.964600,100.000000,0,0.000000,NONE
0.400001,0,STARTUP_FULL_POWER,1.794000,238.914100,100.000000,0,0.000000,NONE
0.402779,0,STARTUP_FULL_POWER,1.794000,239.863900,100.000000,0,0.000000,NONE
0.405556,0,STARTUP_FULL_POWER,1.794000,240.814100,100.000000,0,0.000000,NONE
0.408334,0,STARTUP_FULL_POWER,1.794000,241.764600,100.000000,0,0.000000,NONE
0.411112,0,STARTUP_FULL_POWER,1.794000,242.715400,100.000000,0,0.000000,NONE
0.413890,0,STARTUP_FULL_POWER,1.794000,243.666500,100.000000,0,0.000000,NONE
0.416667,0,STARTUP_FULL_POWER,1.794000,244.618000,100.000000,0,0.000000,NONE
0.419445,0,STARTUP_FULL_POWER,1.794000,245.569700,100.000000,0,0.000000,NONE
0.422223,0,STARTUP_FULL_POWER,1.794000,246.521700,100.000000,0,0.000000,NONE
0.425001,0,STARTUP_FULL_POWER,1.794000,247.474200,100.000000,0,0.000000,NONE
0.427779,0,STARTUP_FULL_POWER,1.794000,248.426900,100.000000,0,0.000000,NONE
0.430556,0,STARTUP_FULL_POWER,1.794000,249.379900,100.000000,0,0.000000,NONE
0.433334,0,STARTUP_FULL_POWER,1.794000,250.333300,100.000000,0,0.000000,NONE
0.436112,0,STARTUP_FULL_POWER,1.794000,251.286900,100.000000,0,0.000000,NONE
0.438890,0,STARTUP_FULL_POWER,1.794000,252.241000,100.000000,0,0.000000,NONE
0.441668,0,STARTUP_FULL_POWER,1.794000,253.195300,100.000000,0,0.000000,NONE
0.444445,0,STARTUP_FULL_POWER,1.794000,254.149900,100.000000,0,0.000000,NONE
0.447223,0,STARTUP_FULL_POWER,1.794000,255.104900,100.000000,0,0.000000,NONE
0.450001,0,STARTUP_FULL_POWER,1.794000,256.060100,100.000000,0,0.000000,NONE
0.452779,0,STARTUP_FULL_POWER,1.794000,257.015700,100.000000,0,0.000000,NONE
0.455556,0,STARTUP_FULL_POWER,1.794000,257.971600,100.000000,0,0.000000,NONE
0.458334,0,STARTUP_FULL_POWER,1.794000,258.927900,100.000000,0,0.000000,NONE
0.461112,0,STARTUP_FULL_POWER,1.794000,259.884400,100.000000,0,0.000000,NONE
0.463890,0,STARTUP_FULL_POWER,1.794000,260.841200,100.000000,0,0.000000,NONE
0.466668,0,STARTUP_FULL_POWER,1.794000,261.798500,100.000000,0,0.000000,NONE
0.469445,0,STARTUP_FULL_POWER,1.794000,262.756000,100.000000,0,0.000000,NONE
0.472223,0,STARTUP_FULL_POWER,1.794000,263.713800,100.000000,0,0.000000,NONE
0.475001,0,STARTUP_FULL_POWER,1.794000,264.672000,100.000000,0,0.000000,NONE
0.477779,0,STARTUP_FULL_POWER,1.794000,265.630500,100.000000,0,0.000000,NONE
0.480557,0,STARTUP_FULL_POWER,1.794000,266.589200,100.000000,0,0.000000,NONE
0.483334,0,STARTUP_FULL_POWER,1.794000,267.548300,100.000000,0,0.000000,NONE
0.486112,0,STARTUP_FULL_POWER,1.794000,268.507700,100.000000,0,0.000000,NONE
0.488890,0,STARTUP_FULL_POWER,1.794000,269.467500,100.000000,0,0.000000,NONE
0.491668,0,STARTUP_FULL_POWER,1.794000,270.427500,100.000000,0,0.000000,NONE
0.494445,0,STARTUP_FULL_POWER,1.794000,271.387900,100.000000,0,0.000000,NONE
0.497223,0,STARTUP_FULL_POWER,1.794000,272.348600,100.000000,0,0.000000,NONE
0.500001,0,STARTUP_FULL_POWER,1.794000,273.309700,100.000000,0,0.000000,NONE
0.502779,0,STARTUP_FULL_POWER,1.794000,274.271000,100.000000,0,0.000000,NONE
0.505557,0,STARTUP_FULL_POWER,1.794000,275.232700,100.000000,0,0.000000,NONE
0.508334,0,STARTUP_FULL_POWER,1.794000,276.194700,100.000000,0,0.000000,NONE
0.511112,0,STARTUP_FULL_POWER,1.794000,277.156900,100.000000,0,0.000000,NONE
0.513890,0,STARTUP_FULL_POWER,1.794000,278.119500,100.000000,0,0.000000,NONE
0.516668,0,STARTUP_FULL_POWER,1.794000,279.082500,100.000000,0,0.000000,NONE
0.519445,0,STARTUP_FULL_POWER,1.794000,280.045700,100.000000,0,0.000000,NONE
0.522223,0,STARTUP_FULL_POWER,1.794000,281.009300,100.000000,0,0.000000,NONE
0.525001,0,STARTUP_FULL_POWER,1.794000,281.973100,100.000000,0,0.000000,NONE
0.527779,0,STARTUP_FULL_POWER,1.794000,282.937400,100.000000,0,0.000000,NONE
0.530556,0,STARTUP_FULL_POWER,1.794000,283.901900,100.000000,0,0.000000,NONE
0.533334,0,STARTUP_FULL_POWER,1.794000,284.866800,100.000000,0,0.000000,NONE
0.536112,0,STARTUP_FULL_POWER,1.794000,285.831900,100.000000,0,0.000000,NONE
0.538890,0,STARTUP_FULL_POWER,1.794000,286.797500,100.000000,0,0.000000,NONE
0.541667,0,STARTUP_FULL_POWER,1.794000,287.763200,100.000000,0,0.000000,NONE
0.544445,0,STARTUP_FULL_POWER,1.794000,288.729300,100.000000,0,0.000000,NONE
0.547223,0,STARTUP_FULL_POWER,1.794000,289.695800,100.000000,0,0.000000,NONE
0.550001,0,STARTUP_FULL_POWER,1.794000,290.662600,100.000000,0,0.000000,NONE
0.552778,0,STARTUP_FULL_POWER,1.794000,291.629600,100.000000,0,0.000000,NONE
0.555556,0,STARTUP_FULL_POWER,1.794000,292.597000,100.000000,0,0.000000,NONE
0.558334,0,STARTUP_FULL_POWER,1.794000,293.564700,100.000000,0,0.000000,NONE
0.561112,0,STARTUP_FULL_POWER,1.794000,294.532800,100.000000,0,0.000000,NONE
0.563889,0,STARTUP_FULL_POWER,1.794000,295.501100,100.000000,0,0.000000,NONE
0.566667,0,STARTUP_FULL_POWER,1.794000,296.469800,100.000000,0,0.000000,NONE
0.569445,0,STARTUP_FULL_POWER,1.794000,297.438800,100.000000,0,0.000000,NONE
0.572223,0,STARTUP_FULL_POWER,1.794000,298.408100,100.000000,0,0.000000,NONE
0.575000,0,STARTUP_FULL_POWER,1.794000,299.377700,100.000000,0,0.000000,NONE
0.577778,0,STARTUP_FULL_POWER,1.794000,300.347600,100.000000,0,0.000000,NONE
0.580556,0,STARTUP_FULL_POWER,1.794000,301.317900,100.000000,0,0.000000,NONE
0.583334,0,STARTUP_FULL_POWER,1.794000,302.288500,100.000000,0,0.000000,NONE
0.586111,0,STARTUP_FULL_POWER,1.794000,303.259400,100.000000,0,0.000000,NONE
0.588889,0,STARTUP_FULL_POWER,1.794000,304.230600,100.000000,0,0.000000,NONE
0.591667,0,STARTUP_FULL_POWER,1.794000,305.202100,100.000000,0,0.000000,NONE
0.594445,0,STARTUP_FULL_POWER,1.794000,306.174000,100.000000,0,0.000000,NONE
0.597222,0,STARTUP_FULL_POWER,1.794000,307.146100,100.000000,0,0.000000,NONE
0.600000,0,STARTUP_FULL_POWER,1.794000,308.118700,100.000000,0,0.000000,NONE
0.602778,0,STARTUP_FULL_POWER,1.794000,309.091400,100.000000,0,0.000000,NONE
0.605556,0,STARTUP_FULL_POWER,1.794000,310.064500,100.000000,0,0.000000,NONE
0.608333,0,STARTUP_FULL_POWER,1.794000,311.038000,100.000000,0,0.000000,NONE
0.611111,0,STARTUP_FULL_POWER,1.794000,312.011800,100.000000,0,0.000000,NONE
0.613889,0,STARTUP_FULL_POWER,1.794000,312.985800,100.000000,0,0.000000,NONE
0.616667,0,STARTUP_FULL_POWER,1.794000,313.960200,100.000000,0,0.000000,NONE
0.619444,0,STARTUP_FULL_POWER,1.794000,314.935000,100.000000,0,0.000000,NONE
0.622222,0,STARTUP_FULL_POWER,1.794000,315.910000,100.000000,0,0.000000,NONE
0.625000,0,STARTUP_FULL_POWER,1.794000,316.885400,100.000000,0,0.000000,NONE
0.627778,0,STARTUP_FULL_POWER,1.794000,317.861100,100.000000,0,0.000000,NONE
0.630556,0,STARTUP_FULL_POWER,1.794000,318.837100,100.000000,0,0.000000,NONE
0.633333,0,STARTUP_FULL_POWER,1.794000,319.813400,100.000000,0,0.000000,NONE
0.636111,0,STARTUP_FULL_POWER,1.794000,320.790000,100.000000,0,0.000000,NONE
0.638889,0,STARTUP_FULL_POWER,1.794000,321.766900,100.000000,0,0.000000,NONE
0.641667,0,STARTUP_FULL_POWER,1.794000,322.744200,100.000000,0,0.000000,NONE
0.644444,0,STARTUP_FULL_POWER,1.794000,323.721800,100.000000,0,0.000000,NONE
0.647222,0,STARTUP_FULL_POWER,1.794000,324.699700,100.000000,0,0.000000,NONE
0.650000,0,STARTUP_FULL_POWER,1.794000,325.677900,100.000000,0,0.000000,NONE
0.652778,0,STARTUP_FULL_POWER,1.794000,326.656500,100.000000,0,0.000000,NONE
0.655555,0,STARTUP_FULL_POWER,1.794000,327.635300,100.000000,0,0.000000,NONE
0.658333,0,STARTUP_FULL_POWER,1.794000,328.614500,100.000000,0,0.000000,NONE
0.661111,0,STARTUP_FULL_POWER,1.794000,329.594100,100.000000,0,0.000000,NONE
0.663889,0,STARTUP_FULL_POWER,1.794000,330.573800,100.000000,0,0.000000,NONE
0.666666,0,STARTUP_FULL_POWER,1.794000,331.553900,100.000000,0,0.000000,NONE
0.669444,0,STARTUP_FULL_POWER,1.794000,332.534400,100.000000,0,0.000000,NONE
0.672222,0,STARTUP_FULL_POWER,1.794000,333.515200,100.000000,0,0.000000,NONE
0.675000,0,STARTUP_FULL_POWER,1.794000,334.496200,100.000000,0,0.000000,NONE
0.677777,0,STARTUP_FULL_POWER,1.794000,335.477600,100.000000,0,0.000000,NONE
0.680555,0,STARTUP_FULL_POWER,1.794000,336.459400,100.000000,0,0.000000,NONE
0.683333,0,STARTUP_FULL_POWER,1.794000,337.441400,100.000000,0,0.000000,NONE
0.686111,0,STARTUP_FULL_POWER,1.794000,338.423800,100.000000,0,0.000000,NONE
0.688888,0,STARTUP_FULL_POWER,1.794000,339.406400,100.000000,0,0.000000,NONE
0.691666,0,STARTUP_FULL_POWER,1.794000,340.389400,100.000000,0,0.000000,NONE
0.694444,0,STARTUP_FULL_POWER,1.794000,341.372700,100.000000,0,0.000000,NONE
0.697222,0,STARTUP_FULL_POWER,1.794000,342.356300,100.000000,0,0.000000,NONE
0.699999,0,STARTUP_FULL_POWER,1.794000,343.340300,100.000000,0,0.000000,NONE
0.702777,0,STARTUP_FULL_POWER,1.794000,344.324600,100.000000,0,0.000000,NONE
0.705555,0,STARTUP_FULL_POWER,1.794000,345.309100,100.000000,0,0.000000,NONE
0.708333,0,STARTUP_FULL_POWER,1.794000,346.294200,100.000000,0,0.000000,NONE
0.711110,0,STARTUP_FULL_POWER,1.794000,347.279700,100.000000,0,0.000000,NONE
0.713888,0,STARTUP_FULL_POWER,1.794000,348.265400,100.000000,0,0.000000,NONE
0.716666,0,STARTUP_FULL_POWER,1.794000,349.251500,100.000000,0,0.000000,NONE
0.719444,0,STARTUP_FULL_POWER,1.794000,350.237900,100.000000,0,0.000000,NONE
0.722221,0,STARTUP_FULL_POWER,1.794000,351.224600,100.000000,0,0.000000,NONE
0.724999,0,STARTUP_FULL_POWER,1.794000,352.211600,100.000000,0,0.000000,NONE
0.727777,0,STARTUP_FULL_POWER,1.794000,353.198900,100.000000,0,0.000000,NONE
0.730555,0,STARTUP_FULL_POWER,1.794000,354.186600,100.000000,0,0.000000,NONE
0.733332,0,STARTUP_FULL_POWER,1.794000,355.174600,100.000000,0,0.000000,NONE
0.736110,0,STARTUP_FULL_POWER,1.794000,356.162800,100.000000,0,0.000000,NONE
0.738888,0,STARTUP_FULL_POWER,1.794000,357.151400,100.000000,0,0.000000,NONE
0.741666,0,STARTUP_FULL_POWER,1.794000,358.140400,100.000000,0,0.000000,NONE
0.744443,0,STARTUP_FULL_POWER,1.794000,359.129700,100.000000,0,0.000000,NONE
0.747221,0,STARTUP_FULL_POWER,1.794000,360.119200,100.000000,0,0.000000,NONE
0.749999,0,STARTUP_FULL_POWER,1.794000,361.109100,100.000000,0,0.000000,NONE
0.752777,0,STARTUP_FULL_POWER,1.794000,362.099300,100.000000,0,0.000000,NONE
0.755554,0,STARTUP_FULL_POWER,1.794000,363.089800,100.000000,0,0.000000,NONE
0.758332,0,STARTUP_FULL_POWER,1.794000,364.080600,100.000000,0,0.000000,NONE
0.761110,0,STARTUP_FULL_POWER,1.794000,365.071700,100.000000,0,0.000000,NONE
0.763888,0,STARTUP_FULL_POWER,1.794000,366.063200,100.000000,0,0.000000,NONE
0.766666,0,STARTUP_FULL_POWER,1.794000,367.055000,100.000000,0,0.000000,NONE
0.769443,0,STARTUP_FULL_POWER,1.794000,368.047100,100.000000,0,0.000000,NONE
0.772221,0,STARTUP_FULL_POWER,1.794000,369.440500,100.000000,0,0.000000,NONE
0.774999,0,STARTUP_FULL_POWER,1.794000,370.641500,100.000000,0,0.000000,NONE
0.777777,0,STARTUP_FULL_POWER,1.794000,371.650000,100.000000,0,0.000000,NONE
0.780554,0,STARTUP_FULL_POWER,1.794000,372.460500,100.000000,0,0.000000,NONE
0.783332,0,STARTUP_FULL_POWER,1.794000,372.995800,100.000000,0,0.000000,NONE
0.786110,0,STARTUP_FULL_POWER,1.794000,373.338400,100.000000,0,0.000000,NONE
0.788888,0,STARTUP_FULL_POWER,1.794000,373.488500,100.000000,0,0.000000,NONE
0.791665,0,STARTUP_FULL_POWER,1.794000,373.368000,100.000000,0,0.000000,NONE
0.794443,0,STARTUP_FULL_POWER,1.794000,373.014300,100.000000,0,0.000000,NONE
0.797221,0,STARTUP_FULL_POWER,1.794000,372.464800,100.000000,0,0.000000,NONE
0.799999,0,STARTUP_FULL_POWER,1.794000,371.758100,100.000000,0,0.000000,NONE
0.802776,0,STARTUP_FULL_POWER,1.794000,370.947700,100.000000,0,0.000000,NONE
0.805554,0,STARTUP_FULL_POWER,1.794000,370.071200,100.000000,0,0.000000,NONE
0.808332,0,STARTUP_FULL_POWER,1.794000,369.165800,100.000000,0,0.000000,NONE
0.811110,0,STARTUP_FULL_POWER,1.794000,368.284300,100.000000,0,0.000000,NONE
0.813887,0,STARTUP_FULL_POWER,1.794000,367.472000,100.000000,0,0.000000,NONE
0.816665,0,STARTUP_FULL_POWER,1.794000,366.766900,100.000000,0,0.000000,NONE
0.819443,0,STARTUP_FULL_POWER,1.794000,365.674100,100.000000,0,0.000000,NONE
0.822221,0,STARTUP_FULL_POWER,1.794000,364.739300,100.000000,0,0.000000,NONE
