attempt_index,time_hr,converged,volume_residual_ft3,energy_residual_btu,failure_reason,pattern,iterations,phase_fraction,bubble_phase
1060,10.775020,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1061,10.777800,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1062,10.780580,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1063,10.783360,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1064,10.786130,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1065,10.788910,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1066,10.791690,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1067,10.794470,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1068,10.797250,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1069,10.800020,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1070,10.802800,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1071,10.805580,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1072,10.808360,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1073,10.811140,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1074,10.813910,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1075,10.816690,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1076,10.819470,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1077,10.822250,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1078,10.825030,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1079,10.827800,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1080,10.830580,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1081,10.833360,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1082,10.836140,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1083,10.838920,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1084,10.841690,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1085,10.844470,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1086,10.847250,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1087,10.850030,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1088,10.852810,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1089,10.855590,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1090,10.858360,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1091,10.861140,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1092,10.863920,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1093,10.866700,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1094,10.869480,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1095,10.872250,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1096,10.875030,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1097,10.877810,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1098,10.880590,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1099,10.883370,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1100,10.886140,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1101,10.888920,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1102,10.891700,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1103,10.894480,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1104,10.897260,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1105,10.900030,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1106,10.902810,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1107,10.905590,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1108,10.908370,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1109,10.911150,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1110,10.913920,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1111,10.916700,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1112,10.919480,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1113,10.922260,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1114,10.925040,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1115,10.927810,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1116,10.930590,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1117,10.933370,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1118,10.936150,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1119,10.938930,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1120,10.941700,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1121,10.944480,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1122,10.947260,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1123,10.950040,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1124,10.952820,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1125,10.955600,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1126,10.958370,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1127,10.961150,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1128,10.963930,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1129,10.966710,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1130,10.969490,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1131,10.972260,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1132,10.975040,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1133,10.977820,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1134,10.980600,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1135,10.983380,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1136,10.986150,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1137,10.988930,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1138,10.991710,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1139,10.994490,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1140,10.997270,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1141,11.000040,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1142,11.002820,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1143,11.005600,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1144,11.008380,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1145,11.011160,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1146,11.013930,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1147,11.016710,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1148,11.019490,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1149,11.022270,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1150,11.025050,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1151,11.027820,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1152,11.030600,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1153,11.033380,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1154,11.036160,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1155,11.038940,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1156,11.041710,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1157,11.044490,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1158,11.047270,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1159,11.050050,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1160,11.052830,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1161,11.055600,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1162,11.058380,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1163,11.061160,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1164,11.063940,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1165,11.066720,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1166,11.069500,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1167,11.072270,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1168,11.075050,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1169,11.077830,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1170,11.080610,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1171,11.083390,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1172,11.086160,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1173,11.088940,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1174,11.091720,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1175,11.094500,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1176,11.097280,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1177,11.100050,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1178,11.102830,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1179,11.105610,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1180,11.108390,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1181,11.111170,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1182,11.113940,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1183,11.116720,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1184,11.119500,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1185,11.122280,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1186,11.125060,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1187,11.127830,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1188,11.130610,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1189,11.133390,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1190,11.136170,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1191,11.138950,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1192,11.141720,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1193,11.144500,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1194,11.147280,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1195,11.150060,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1196,11.152840,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1197,11.155610,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1198,11.158390,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1199,11.161170,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1200,11.163950,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1201,11.166730,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1202,11.169510,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1203,11.172280,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1204,11.175060,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1205,11.177840,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1206,11.180620,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1207,11.183400,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1208,11.186170,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1209,11.188950,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1210,11.191730,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1211,11.194510,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1212,11.197290,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1213,11.200060,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1214,11.202840,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1215,11.205620,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1216,11.208400,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1217,11.211180,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1218,11.213950,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1219,11.216730,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1220,11.219510,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1221,11.222290,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1222,11.225070,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1223,11.227840,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1224,11.230620,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1225,11.233400,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1226,11.236180,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1227,11.238960,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1228,11.241730,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1229,11.244510,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1230,11.247290,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1231,11.250070,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1232,11.252850,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1233,11.255620,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1234,11.258400,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1235,11.261180,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1236,11.263960,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1237,11.266740,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1238,11.269520,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1239,11.272290,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1240,11.275070,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1241,11.277850,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1242,11.280630,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1243,11.283410,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1244,11.286180,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1245,11.288960,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1246,11.291740,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1247,11.294520,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1248,11.297300,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1249,11.300070,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1250,11.302850,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1251,11.305630,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1252,11.308410,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1253,11.311190,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1254,11.313960,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1255,11.316740,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1256,11.319520,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1257,11.322300,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1258,11.325080,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1259,11.327850,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1260,11.330630,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1261,11.333410,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1262,11.336190,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1263,11.338970,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1264,11.341740,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1265,11.344520,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1266,11.347300,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1267,11.350080,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1268,11.352860,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1269,11.355630,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1270,11.358410,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1271,11.361190,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1272,11.363970,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1273,11.366750,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1274,11.369520,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1275,11.372300,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1276,11.375080,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1277,11.377860,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1278,11.380640,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1279,11.383420,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1280,11.386190,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1281,11.388970,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1282,11.391750,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1283,11.394530,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1284,11.397310,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1285,11.400080,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1286,11.402860,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
1287,11.405640,0,6.761841,438712.000000,NO_VOLUME_BRACKET,NO_BRACKET,0,0.000000,PRESSURIZE
