time_hr,pressure_psia,orifice75_count,orifice45_open,lineup_index,drain_policy,drain_letdown_gpm,drain_charging_gpm,drain_net_outflow_gpm
8.549801,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.552579,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.555357,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.558135,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.560913,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.563691,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.566469,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.569247,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.572025,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.574803,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.577581,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.580359,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.583138,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.585916,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.588694,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.591472,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.594250,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.597028,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.599806,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.602584,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.605362,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.608140,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.610918,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.613696,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.616474,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.619252,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.622030,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.624808,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.627586,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.630364,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.633142,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.635921,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.638699,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.641477,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.644255,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.647033,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.649811,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.652589,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.655367,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.658145,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.660923,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.663701,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.666479,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.669257,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.672035,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.674813,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.677591,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.680369,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.683147,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.685925,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.688704,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.691482,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.694260,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.697038,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.699816,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.702594,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.705372,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.708150,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.710928,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.713706,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.716484,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.719262,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.722040,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.724818,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.727596,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.730374,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.733152,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.735930,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.738708,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.741487,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.744265,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.747043,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.749821,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.752599,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.755377,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.758155,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.760933,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.763711,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.766489,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.769267,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.772045,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.774823,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.777601,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.780379,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.783157,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.785935,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.788713,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.791492,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.794270,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.797048,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.799826,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.802604,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.805382,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.808160,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.810938,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.813716,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.816494,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.819272,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.822050,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.824828,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.827606,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
8.830384,363.458700,2,1,3,LINEUP_HYDRAULIC_CAUSAL,75.000000,0.000000,75.000000
