time_hr,pzr_mass_lbm,pzr_total_enthalpy_btu,liquid_occupancy_pct,pressure_psia,pzr_temp_f,net_pzr_heat_mw,charging_gpm,letdown_gpm,surge_gpm,net_cvcs_gpm,startup_hold_active,spray_active,spray_flow_gpm,heater_power_mw,last_failure_reason
0.441668,110527.200000,10120390.000000,100.000000,109.106200,119.962400,0.000000,0.000000,0.000000,-0.002697,0.000000,1,0,0.000000,0.000000,NONE
0.444445,110527.200000,10120390.000000,100.000000,109.071200,119.962200,0.000000,0.000000,0.000000,-0.002697,0.000000,1,0,0.000000,0.000000,NONE
0.447223,110527.200000,10120390.000000,100.000000,109.036200,119.961900,0.000000,0.000000,0.000000,-0.002697,0.000000,1,0,0.000000,0.000000,NONE
0.450001,110527.200000,10120390.000000,100.000000,109.001100,119.961700,0.000000,0.000000,0.000000,-0.002697,0.000000,1,0,0.000000,0.000000,NONE
0.452779,110527.200000,10120390.000000,100.000000,108.966100,119.961400,0.000000,0.000000,0.000000,-0.002697,0.000000,1,0,0.000000,0.000000,NONE
0.455556,110527.200000,10120390.000000,100.000000,108.931100,119.961200,0.000000,0.000000,0.000000,-0.002697,0.000000,1,0,0.000000,0.000000,NONE
0.458334,110527.200000,10120390.000000,100.000000,108.896000,119.961000,0.000000,0.000000,0.000000,-0.002697,0.000000,1,0,0.000000,0.000000,NONE
0.461112,110527.200000,10120390.000000,100.000000,108.861000,119.960700,0.000000,0.000000,0.000000,-0.002697,0.000000,1,0,0.000000,0.000000,NONE
0.463890,110527.200000,10120390.000000,100.000000,108.826000,119.960500,0.000000,0.000000,0.000000,-0.002697,0.000000,1,0,0.000000,0.000000,NONE
0.466668,110527.200000,10120390.000000,100.000000,108.790900,119.960300,0.000000,0.000000,0.000000,-0.002697,0.000000,1,0,0.000000,0.000000,NONE
0.469445,110527.200000,10120390.000000,100.000000,108.755900,119.960000,0.000000,0.000000,0.000000,-0.002697,0.000000,1,0,0.000000,0.000000,NONE
0.472223,110527.200000,10120390.000000,100.000000,108.720900,119.959800,0.000000,0.000000,0.000000,-0.002697,0.000000,1,0,0.000000,0.000000,NONE
0.475001,110527.200000,10120390.000000,100.000000,108.685900,119.959600,0.000000,0.000000,0.000000,-0.002697,0.000000,1,0,0.000000,0.000000,NONE
