time_hr,pzr_level_pct,rvlis_dynamic,rvlis_full,rvlis_upper,rvlis_dynamic_valid,rvlis_full_valid,rvlis_upper_valid,drain_net_outflow_gpm,surge_gpm
7.894199,98.210320,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.896976,98.129070,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.899754,98.045010,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.902532,97.963730,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.905309,97.879660,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.908087,97.798370,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.910864,97.714270,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.913642,97.632990,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.916420,97.551690,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.919197,97.467560,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.921975,97.386240,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.924752,97.302090,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.927530,97.220750,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.930307,97.136590,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.933085,97.055230,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.935863,96.973850,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.938640,96.889660,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.941418,96.808270,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.944195,96.724060,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.946973,96.642650,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.949750,96.558430,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.952528,96.476980,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.955306,96.395570,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.958083,96.311300,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.960861,96.229840,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.963638,96.148390,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.966416,96.064070,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.969193,95.982610,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.971971,95.898290,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.974749,95.816800,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.977526,95.735290,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.980304,95.650950,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.983081,95.569430,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.985859,95.485060,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.988636,95.403520,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.991414,95.321950,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.994192,95.237540,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.996969,95.155960,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
7.999747,95.074390,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.002524,94.989960,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.005302,94.908360,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.008080,94.826750,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.010859,94.742290,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.013637,94.660660,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.016415,94.578990,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.019193,94.494510,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.021971,94.412850,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.024749,94.331160,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.027527,94.246650,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.030305,94.164950,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.033083,94.083230,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.035861,93.998700,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.038639,93.916960,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.041417,93.835210,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.044195,93.753460,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.046973,93.668900,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.049751,93.587120,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.052529,93.505360,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.055307,93.420740,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.058085,93.338940,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.060863,93.257150,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.063642,93.175310,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.066420,93.090650,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.069198,93.008820,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.071976,92.926970,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.074754,92.842290,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.077532,92.760410,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.080310,92.678520,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.083088,92.596600,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.085866,92.511890,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.088644,92.429960,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.091422,92.348040,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.094200,92.266090,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.096978,92.181340,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.099756,92.099400,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.102534,92.017400,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.105312,91.935420,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.108090,91.853420,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.110868,91.768620,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.113647,91.686600,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.116425,91.604560,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.119203,91.522540,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.121981,91.437680,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.124759,91.355630,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.127537,91.273540,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.130315,91.191470,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.133093,91.109370,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.135871,91.024470,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.138649,90.942350,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.141427,90.860210,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.144205,90.778080,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.146983,90.695940,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.149761,90.613760,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.152539,90.528810,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.155317,90.446620,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.158095,90.364430,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.160873,90.282220,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.163651,90.200020,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.166430,90.117780,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.169208,90.032750,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.171986,89.950500,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.174764,89.868210,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.177542,89.785960,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.180320,89.703670,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.183098,89.621370,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.185876,89.539050,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.188654,89.453950,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.191432,89.371600,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.194210,89.289260,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.196988,89.206890,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.199766,89.124530,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.202544,89.042140,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.205322,88.959750,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.208100,88.877350,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.210878,88.792140,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.213656,88.709720,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.216434,88.627290,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.219213,88.544830,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.221991,88.462370,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.224769,88.379900,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.227547,88.297420,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.230325,88.214910,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.233103,88.132410,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.235881,88.049890,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.238659,87.967350,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.241437,87.884820,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.244215,87.799480,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.246993,87.716900,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.249771,87.634320,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.252549,87.551730,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.255327,87.469120,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.258105,87.386510,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.260883,87.303870,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.263661,87.221230,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.266439,87.138580,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.269217,87.055920,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.271996,86.973220,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.274774,86.890530,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.277552,86.807830,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.280330,86.725110,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.283108,86.642370,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.285886,86.559630,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.288664,86.476890,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.291442,86.394130,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.294220,86.311360,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.296998,86.228550,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.299776,86.145740,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.302554,86.062930,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.305332,85.980090,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.308110,85.897250,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.310888,85.814390,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.313666,85.731530,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.316444,85.648660,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.319222,85.565760,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.322001,85.482860,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.324779,85.399940,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.327557,85.317020,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.330335,85.234060,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.333113,85.151120,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.335891,85.068140,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.338669,84.985150,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.341447,84.902140,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.344225,84.819140,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.347003,84.736110,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.349781,84.653080,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.352559,84.570030,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.355337,84.486950,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.358115,84.403880,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.360893,84.320790,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.363671,84.237700,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.366449,84.157350,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.369227,84.074210,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.372005,83.991060,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.374784,83.907910,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.377562,83.824750,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.380340,83.741570,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.383118,83.658370,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.385896,83.575160,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.388674,83.491940,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.391452,83.408710,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.394230,83.328220,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.397008,83.244950,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.399786,83.161680,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.402564,83.078380,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.405342,82.995070,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.408120,82.911740,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.410898,82.824250,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.413676,82.740930,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.416454,82.657550,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.419232,82.574170,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.422010,82.490780,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.424788,82.407360,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.427567,82.323920,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.430345,82.240490,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.433123,82.157040,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.435901,82.073560,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.438679,81.992840,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.441457,81.909340,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.444235,81.825850,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.447013,81.742330,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.449791,81.658780,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.452569,81.575230,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.455347,81.494420,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.458125,81.410820,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.460903,81.327240,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.463681,81.243620,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.466459,81.160000,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.469237,81.076350,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.472015,80.995450,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.474793,80.911790,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.477571,80.828090,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.480350,80.744380,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.483128,80.660670,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.485906,80.579690,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.488684,80.495940,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.491462,80.412200,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.494240,80.328410,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.497018,80.244620,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.499796,80.163560,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.502574,80.079740,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.505352,79.995930,40.000000,100.000000,100.000000,0,1,1,75.000000,0.000000
8.508130,79.929370,40.000000,100.000000,100.000000,0,1,1,63.264280,0.000000
8.510908,79.860080,40.000000,100.000000,100.000000,0,1,1,63.225230,0.000000
8.513686,79.793610,40.000000,100.000000,100.000000,0,1,1,63.184580,0.000000
8.516464,79.724400,40.000000,100.000000,100.000000,0,1,1,63.145580,0.000000
8.519242,79.655260,40.000000,100.000000,100.000000,0,1,1,63.104980,0.000000
8.522020,79.591640,40.000000,100.000000,100.000000,0,1,1,63.064410,0.000000
8.524798,79.522580,40.000000,100.000000,100.000000,0,1,1,63.027100,0.000000
8.527576,79.453540,40.000000,100.000000,100.000000,0,1,1,62.986580,0.000000
8.530354,79.384550,40.000000,100.000000,100.000000,0,1,1,62.946080,0.000000
8.533133,79.318340,40.000000,100.000000,100.000000,0,1,1,62.905600,0.000000
8.535911,79.249440,40.000000,100.000000,100.000000,0,1,1,62.866760,0.000000
8.538689,79.183330,40.000000,100.000000,100.000000,0,1,1,62.826340,0.000000
8.541467,79.114490,40.000000,100.000000,100.000000,0,1,1,62.787550,0.000000
8.544245,79.048450,40.000000,100.000000,100.000000,0,1,1,62.747170,0.000000
8.547023,78.979710,40.000000,100.000000,100.000000,0,1,1,62.708430,0.000000
8.549801,78.913760,40.000000,100.000000,100.000000,0,1,1,62.668090,0.000000
8.552579,78.845080,40.000000,100.000000,100.000000,0,1,1,62.629400,0.000000
8.555357,78.779210,40.000000,100.000000,100.000000,0,1,1,62.589110,0.000000
8.558135,78.710650,40.000000,100.000000,100.000000,0,1,1,62.550470,0.000000
8.560913,78.644860,40.000000,100.000000,100.000000,0,1,1,62.510250,0.000000
8.563691,78.576350,40.000000,100.000000,100.000000,0,1,1,62.471650,0.000000
8.566469,78.510640,40.000000,100.000000,100.000000,0,1,1,62.431460,0.000000
8.569247,78.442210,40.000000,100.000000,100.000000,0,1,1,62.392910,0.000000
8.572025,78.376570,40.000000,100.000000,100.000000,0,1,1,62.352770,0.000000
8.574803,78.308240,40.000000,100.000000,100.000000,0,1,1,62.314250,0.000000
8.577581,78.242680,40.000000,100.000000,100.000000,0,1,1,62.274160,0.000000
8.580359,78.174410,40.000000,100.000000,100.000000,0,1,1,62.235700,0.000000
8.583138,78.108940,40.000000,100.000000,100.000000,0,1,1,62.195660,0.000000
8.585916,78.040770,40.000000,100.000000,100.000000,0,1,1,62.157250,0.000000
8.588694,77.975380,40.000000,100.000000,100.000000,0,1,1,62.117250,0.000000
8.591472,77.907280,40.000000,100.000000,100.000000,0,1,1,62.078890,0.000000
8.594250,77.841970,40.000000,100.000000,100.000000,0,1,1,62.038940,0.000000
8.597028,77.773950,40.000000,100.000000,100.000000,0,1,1,62.000630,0.000000
8.599806,77.708720,40.000000,100.000000,100.000000,0,1,1,61.960720,0.000000
8.602584,77.640770,40.000000,100.000000,100.000000,0,1,1,61.922450,0.000000
8.605362,77.575620,40.000000,100.000000,100.000000,0,1,1,61.882580,0.000000
8.608140,77.507750,40.000000,100.000000,100.000000,0,1,1,61.844370,0.000000
8.610918,77.445430,40.000000,100.000000,100.000000,0,1,1,61.804550,0.000000
8.613696,77.377650,40.000000,100.000000,100.000000,0,1,1,61.767990,0.000000
8.616474,77.309900,40.000000,100.000000,100.000000,0,1,1,61.728220,0.000000
8.619252,77.242190,40.000000,100.000000,100.000000,0,1,1,61.688470,0.000000
8.622030,77.180020,40.000000,100.000000,100.000000,0,1,1,61.648750,0.000000
8.624808,77.112390,40.000000,100.000000,100.000000,0,1,1,61.612280,0.000000
8.627586,77.044790,40.000000,100.000000,100.000000,0,1,1,61.572600,0.000000
8.630364,76.980000,40.000000,100.000000,100.000000,0,1,1,61.532940,0.000000
8.633142,76.912480,40.000000,100.000000,100.000000,0,1,1,61.494930,0.000000
8.635921,76.847760,40.000000,100.000000,100.000000,0,1,1,61.455320,0.000000
8.638699,76.780340,40.000000,100.000000,100.000000,0,1,1,61.417350,0.000000
8.641477,76.718480,40.000000,100.000000,100.000000,0,1,1,61.377800,0.000000
8.644255,76.651110,40.000000,100.000000,100.000000,0,1,1,61.341510,0.000000
8.647033,76.583780,40.000000,100.000000,100.000000,0,1,1,61.301980,0.000000
8.649811,76.519260,40.000000,100.000000,100.000000,0,1,1,61.262480,0.000000
8.652589,76.452030,40.000000,100.000000,100.000000,0,1,1,61.224630,0.000000
8.655367,76.387600,40.000000,100.000000,100.000000,0,1,1,61.185190,0.000000
8.658145,76.320430,40.000000,100.000000,100.000000,0,1,1,61.147390,0.000000
8.660923,76.258820,40.000000,100.000000,100.000000,0,1,1,61.107980,0.000000
8.663701,76.191730,40.000000,100.000000,100.000000,0,1,1,61.071840,0.000000
8.666479,76.124690,40.000000,100.000000,100.000000,0,1,1,61.032490,0.000000
8.669257,76.060430,40.000000,100.000000,100.000000,0,1,1,60.993150,0.000000
8.672035,75.993450,40.000000,100.000000,100.000000,0,1,1,60.955450,0.000000
8.674813,75.932040,40.000000,100.000000,100.000000,0,1,1,60.916160,0.000000
8.677591,75.865140,40.000000,100.000000,100.000000,0,1,1,60.880130,0.000000
8.680369,75.798310,40.000000,100.000000,100.000000,0,1,1,60.840890,0.000000
8.683147,75.731510,40.000000,100.000000,100.000000,0,1,1,60.801670,0.000000
8.685925,75.670250,40.000000,100.000000,100.000000,0,1,1,60.762480,0.000000
8.688704,75.603520,40.000000,100.000000,100.000000,0,1,1,60.726550,0.000000
8.691482,75.536830,40.000000,100.000000,100.000000,0,1,1,60.687400,0.000000
8.694260,75.475690,40.000000,100.000000,100.000000,0,1,1,60.648280,0.000000
8.697038,75.409090,40.000000,100.000000,100.000000,0,1,1,60.612400,0.000000
8.699816,75.342510,40.000000,100.000000,100.000000,0,1,1,60.573330,0.000000
8.702594,75.281490,40.000000,100.000000,100.000000,0,1,1,60.534270,0.000000
8.705372,75.215000,40.000000,100.000000,100.000000,0,1,1,60.498480,0.000000
8.708150,75.148530,40.000000,100.000000,100.000000,0,1,1,60.459470,0.000000
8.710928,75.084850,40.000000,100.000000,100.000000,0,1,1,60.420470,0.000000
8.713706,75.018460,40.000000,100.000000,100.000000,0,1,1,60.383110,0.000000
8.716484,74.957630,40.000000,100.000000,100.000000,0,1,1,60.344170,0.000000
8.719262,74.891330,40.000000,100.000000,100.000000,0,1,1,60.308480,0.000000
8.722040,74.825070,40.000000,100.000000,100.000000,0,1,1,60.269580,0.000000
8.724818,74.761590,40.000000,100.000000,100.000000,0,1,1,60.230710,0.000000
8.727596,74.695230,40.000000,100.000000,100.000000,0,1,1,60.193470,0.000000
8.730374,74.634470,40.000000,100.000000,100.000000,0,1,1,60.154530,0.000000
8.733152,74.568200,40.000000,100.000000,100.000000,0,1,1,60.118890,0.000000
8.735930,74.504710,40.000000,100.000000,100.000000,0,1,1,60.080010,0.000000
8.738708,74.438510,40.000000,100.000000,100.000000,0,1,1,60.042770,0.000000
8.741487,74.377890,40.000000,100.000000,100.000000,0,1,1,60.003930,0.000000
8.744265,74.311780,40.000000,100.000000,100.000000,0,1,1,59.968360,0.000000
8.747043,74.245700,40.000000,100.000000,100.000000,0,1,1,59.929580,0.000000
8.749821,74.185190,40.000000,100.000000,100.000000,0,1,1,59.890810,0.000000
8.752599,74.119170,40.000000,100.000000,100.000000,0,1,1,59.855310,0.000000
8.755377,74.055960,40.000000,100.000000,100.000000,0,1,1,59.816580,0.000000
8.758155,73.990040,40.000000,100.000000,100.000000,0,1,1,59.779500,0.000000
8.760933,73.929660,40.000000,100.000000,100.000000,0,1,1,59.740830,0.000000
8.763711,73.863820,40.000000,100.000000,100.000000,0,1,1,59.705410,0.000000
