time_hr,pressure_psia,orifice75_count,orifice45_open,lineup_prev,lineup_curr,lineup_event,lineup_event_count,lineup_event_prev,lineup_event_new,lineup_event_trigger,lineup_event_reason,lineup_demand,drain_policy,drain_demand_gpm,drain_hydraulic_capacity_gpm,drain_letdown_saturated,drain_letdown_gpm,drain_expected_gpm,drain_charging_gpm,drain_net_outflow_gpm,drain_deltaP_psi,drain_density_lbm_ft3,drain_quality,d_achieved_gpm,d_capacity_gpm,d_deltaP_psi,d_density,d_quality,delta_cause
7.860868,368.937900,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.569500,75.000000,1,75.000000,75.000000,0.000000,75.000000,13.662350,52.103840,0.000129,0.000000,0.000000,0.526856,-0.005886,0.000023,NO_EFFECTIVE_DELTA
7.863646,369.466400,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.520800,75.000000,1,75.000000,75.000000,0.000000,75.000000,14.237920,52.097420,0.000134,0.000000,0.000000,0.575562,-0.006420,0.000005,NO_EFFECTIVE_DELTA
7.866423,370.043600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.470500,75.000000,1,75.000000,75.000000,0.000000,75.000000,14.766360,52.091520,0.000158,0.000000,0.000000,0.528442,-0.005894,0.000024,NO_EFFECTIVE_DELTA
7.869201,370.573600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.421800,75.000000,1,75.000000,75.000000,0.000000,75.000000,15.343630,52.085090,0.000163,0.000000,0.000000,0.577271,-0.006428,0.000006,NO_EFFECTIVE_DELTA
7.871978,371.152600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.371400,75.000000,1,75.000000,75.000000,0.000000,75.000000,15.873630,52.079190,0.000187,0.000000,0.000000,0.529999,-0.005905,0.000024,NO_EFFECTIVE_DELTA
7.874756,371.684200,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.322700,75.000000,1,75.000000,75.000000,0.000000,75.000000,16.452640,52.072750,0.000193,0.000000,0.000000,0.579010,-0.006439,0.000006,NO_EFFECTIVE_DELTA
7.877533,372.265000,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.272300,75.000000,1,75.000000,75.000000,0.000000,75.000000,16.984190,52.066840,0.000217,0.000000,0.000000,0.531555,-0.005909,0.000024,NO_EFFECTIVE_DELTA
7.880311,372.798200,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.223600,75.000000,1,75.000000,75.000000,0.000000,75.000000,17.564940,52.060390,0.000223,0.000000,0.000000,0.580750,-0.006451,0.000006,NO_EFFECTIVE_DELTA
7.883089,373.380700,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.173200,75.000000,1,75.000000,75.000000,0.000000,75.000000,18.098140,52.054470,0.000248,0.000000,0.000000,0.533203,-0.005920,0.000024,NO_EFFECTIVE_DELTA
7.885866,373.964100,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.124500,75.000000,1,75.000000,75.000000,0.000000,75.000000,18.680660,52.048010,0.000254,0.000000,0.000000,0.582520,-0.006458,0.000006,NO_EFFECTIVE_DELTA
7.888644,374.499600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.075800,75.000000,1,75.000000,75.000000,0.000000,75.000000,19.264040,52.041540,0.000260,0.000000,0.000000,0.583374,-0.006470,0.000006,NO_EFFECTIVE_DELTA
