attempt_index,time_hr,converged,volume_residual_ft3,energy_residual_btu,failure_reason,pattern,iterations,phase_fraction,bubble_phase,v_total_ft3,m_total_lbm,u_total_btu,operating_pmin_psia,operating_pmax_psia,hard_pmin_psia,hard_pmax_psia,bracket_low_psia,bracket_high_psia,v_residual_low_ft3,v_residual_high_ft3,sign_low,sign_high,regime_low,regime_high,bracket_windows,valid_evals,invalid_evals,nan_evals,out_of_range_evals,bracket_found,bracket_trace
1139,10.994490,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1140,10.997270,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1141,11.000040,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1142,11.002820,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1143,11.005600,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1144,11.008380,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1145,11.011160,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1146,11.013930,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1147,11.016710,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1148,11.019490,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1149,11.022270,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1150,11.025050,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1151,11.027820,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1152,11.030600,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1153,11.033380,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1154,11.036160,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1155,11.038940,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1156,11.041710,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1157,11.044490,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1158,11.047270,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1159,11.050050,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1160,11.052830,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1161,11.055600,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1162,11.058380,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1163,11.061160,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1164,11.063940,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1165,11.066720,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1166,11.069500,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1167,11.072270,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1168,11.075050,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1169,11.077830,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1170,11.080610,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1171,11.083390,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1172,11.086160,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1173,11.088940,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1174,11.091720,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1175,11.094500,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1176,11.097280,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1177,11.100050,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1178,11.102830,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1179,11.105610,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1180,11.108390,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
1181,11.111170,0,0.756989,0.000000,MASS_CONTRACT_RESIDUAL,MONOTONIC_DESCENT,2,0.000012,PRESSURIZE,1800.000000,93822.910000,38756130.000000,334.700000,2349.700000,20.000000,2800.000000,364.595400,365.355000,23.551130,-0.470703,1,-1,SATURATED_MIX,SATURATED_LIQUID_LIMIT,1,51,0,0,0,1,[OPERATING:1] Pmin=346.366 Pmax=382.825 status_low=OK status_high=OK Vres_low=800.722 Vres_high=-0.710 sign_low=1 sign_high=-1 regime_low=SATURATED_MIX regime_high=SUBCOOLED_LIQUID source=BUBBLE_PRESSURIZE_MASS_CLOSURE
