time_hr,pressure_psia,orifice75_count,orifice45_open,lineup_prev,lineup_curr,lineup_event,lineup_event_count,lineup_event_prev,lineup_event_new,lineup_event_trigger,lineup_event_reason,lineup_demand,drain_policy,drain_demand_gpm,drain_hydraulic_capacity_gpm,drain_letdown_saturated,drain_letdown_gpm,drain_expected_gpm,drain_charging_gpm,drain_net_outflow_gpm,drain_deltaP_psi,drain_density_lbm_ft3,drain_quality,d_achieved_gpm,d_capacity_gpm,d_deltaP_psi,d_density,d_quality,delta_cause
7.860868,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.863646,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.866423,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.869201,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.871978,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.874756,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.877533,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.880311,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.883089,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.885866,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.888644,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.891421,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.894199,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.896976,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.899754,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.902532,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.905309,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.908087,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.910864,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.913642,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.916420,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.919197,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.921975,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.924752,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.927530,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.930307,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.933085,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.935863,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.938640,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.941418,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.944195,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.946973,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.949750,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.952528,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.955306,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.958083,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.960861,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.963638,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.966416,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.969193,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.971971,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.974749,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.977526,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.980304,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.983081,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.985859,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.988636,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.991414,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.994192,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.996969,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
7.999747,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.002524,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.005302,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.008080,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.010859,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.013637,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.016415,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.019193,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.021971,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.024749,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.027527,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.030305,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.033083,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.035861,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.038639,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.041417,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.044195,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.046973,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.049751,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.052529,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.055307,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.058085,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.060863,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.063642,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.066420,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.069198,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.071976,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.074754,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.077532,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.080310,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
8.083088,364.026600,1,0,1,1,0,0,1,1,NONE,NONE,3,LINEUP_HYDRAULIC_CAUSAL,119.966900,75.000000,1,75.000000,75.000000,0.000000,75.000000,9.326599,52.152370,0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,NO_EFFECTIVE_DELTA
